Rep	Year	PatchID0	PatchID1	Distance	MeanNAlleles	FIS	FIT	FST	MeanD	HarmMeanD
0	40	-1	-1	-1	19.1333	-0.0094683	0.504027	0.508679	0.904504	0.903818
0	40	90	248	2875.64	3.73333	-0.0210467	0.704189	0.710286	1	1
0	40	90	525	925.014	5.93333	-0.0471426	0.437303	0.462635	0.911451	0.849201
0	40	90	622	4083.97	4.33333	-0.00380608	0.675765	0.676995	1	1
0	40	90	764	2898.04	8.46667	-0.0200964	0.352009	0.364775	0.818842	0.67266
0	40	90	892	1975.16	3.8	0.0176631	0.657023	0.650856	0.830311	0.202151
0	40	90	970	1417.36	3.6	-0.00405144	0.747273	0.748292	0.982316	0.976498
0	40	90	1182	2832.12	8.06667	0.00477584	0.406165	0.403316	0.877809	0.843692
0	40	90	1306	4201.21	4.6	0.0125733	0.626184	0.621424	0.95032	0.867447
0	40	90	1442	3168.3	8.6	-0.00635593	0.375474	0.379418	0.835061	0.818204
0	40	90	1497	3506.38	5	-0.0045977	0.510963	0.513202	0.867738	0.818191
0	40	90	1555	2270.93	5.86667	0.0281075	0.464889	0.449413	0.797725	0.533577
0	40	90	1673	3370.52	4	-0.0197946	0.660786	0.66737	0.936583	0.755811
0	40	90	2097	4974.94	4.53333	-0.00633503	0.510322	0.513404	0.75647	0.384488
0	40	248	525	2438.7	5.2	-0.0774406	0.520897	0.555332	0.922121	0.729635
0	40	248	622	1270.47	2.93333	-0.0396806	0.745126	0.754854	0.816456	0.56499
0	40	248	764	875.685	8.06667	-0.0354906	0.458607	0.477163	0.933767	0.89625
0	40	248	892	1611.16	2.86667	-0.0110347	0.804649	0.806781	0.931903	0.604538
0	40	248	970	3801.18	2.6	-0.0666667	0.866066	0.874437	1	1
0	40	248	1182	1660.12	7.33333	-0.00309676	0.479645	0.481251	0.865554	0.780872
0	40	248	1306	1765.51	3.53333	-0.00256538	0.721911	0.722623	0.909899	0.808674
0	40	248	1442	2013.31	8.26667	-0.0176729	0.463901	0.473211	0.867948	0.700177
0	40	248	1497	2051.25	4.4	-0.0217061	0.619545	0.627628	0.972969	0.965501
0	40	248	1555	3603.1	5.33333	0.0272904	0.585671	0.574046	0.956011	0.937988
0	40	248	1673	2330.82	2.8	-0.0965876	0.765846	0.78647	0.84591	0.481454
0	40	248	2097	3166.2	3.73333	-0.0272957	0.63826	0.647872	0.867994	0.644651
0	40	525	622	3515.43	5.66667	-0.0574149	0.5018	0.528851	0.896979	0.735653
0	40	525	764	2215.9	9.73333	-0.0503386	0.196666	0.235167	0.780389	0.68419
0	40	525	892	1157.67	5.4	-0.0479111	0.497301	0.520285	0.884004	0.734811
0	40	525	970	1363.47	5.13333	-0.0672416	0.547821	0.576311	0.811968	0.545623
0	40	525	1182	1984.45	9	-0.0309707	0.23656	0.259494	0.793154	0.746279
0	40	525	1306	3473.16	5.86667	-0.0398934	0.408261	0.430962	0.770434	0.450302
0	40	525	1442	2286.16	10	-0.0395782	0.239196	0.268161	0.865604	0.824236
0	40	525	1497	2639.04	6.4	-0.0451139	0.344789	0.373072	0.803414	0.708866
0	40	525	1555	1599.98	7.33333	-0.016156	0.32826	0.33894	0.864194	0.531893
0	40	525	1673	2466.4	5.53333	-0.0735134	0.492107	0.526887	0.921061	0.805909
0	40	525	2097	4098.16	6.33333	-0.0490705	0.380428	0.409409	0.841824	0.71858
0	40	622	764	1353.38	8.53333	-0.0248888	0.430738	0.444562	0.883262	0.853471
0	40	622	892	2465.49	3.53333	0.0167817	0.768179	0.764222	0.998718	0.998695
