Ash_rep,Land_rep,Replicate,Treatment,Tree_disease,Management,Patch_1,Patch_2,real_distance,FST,method
1,1,1,6,80,40,525,90,924.1892355,0.265419371,wc
1,1,1,6,80,40,525,248,2438.773457,0.284985662,wc
1,1,1,6,80,40,622,90,4088.375978,0.319443293,wc
1,1,1,6,80,40,622,248,1275.446223,0.404515651,wc
1,1,1,6,80,40,622,525,3519.587197,0.262916044,wc
1,1,1,6,80,40,764,90,2900.735471,0.180021022,wc
1,1,1,6,80,40,764,248,877.1804123,0.211578139,wc
1,1,1,6,80,40,764,525,2218.685077,0.146305528,wc
1,1,1,6,80,40,764,622,1354.751365,0.190542817,wc
1,1,1,6,80,40,892,90,1975.876435,0.344389195,wc
1,1,1,6,80,40,892,248,1612.234364,0.37887477,wc
1,1,1,6,80,40,892,525,1158.542432,0.300861745,wc
1,1,1,6,80,40,892,622,2469.224447,0.327830691,wc
1,1,1,6,80,40,892,764,1119.328607,0.200212624,wc
1,1,1,6,80,40,970,90,1413.082996,0.339478421,wc
1,1,1,6,80,40,970,248,3798.683244,0.341557719,wc
1,1,1,6,80,40,970,525,1360.822267,0.294336125,wc
1,1,1,6,80,40,970,622,4842.753386,0.386256826,wc
1,1,1,6,80,40,970,764,3507.93897,0.209492421,wc
1,1,1,6,80,40,970,892,2393.379699,0.357650304,wc
1,1,1,7,80,80,1182,90,2831.063401,0.272761074,wc
1,1,1,7,80,80,1182,248,1659.081597,0.248494054,wc
1,1,1,7,80,80,1182,525,1984.184824,0.178527046,wc
1,1,1,7,80,80,1182,622,2034.441262,0.254444396,wc
1,1,1,7,80,80,1182,764,816.9442743,0.11285189,wc
1,1,1,7,80,80,1182,892,856.610819,0.275048024,wc
1,1,1,7,80,80,1306,90,4201.531355,0.367428118,wc
1,1,1,7,80,80,1306,248,1765.570943,0.421813056,wc
1,1,1,7,80,80,1306,525,3474.060387,0.294589753,wc
1,1,1,7,80,80,1306,622,924.2300638,0.387874822,wc
1,1,1,7,80,80,1306,764,1305.648309,0.256184369,wc
1,1,1,7,80,80,1306,892,2323.367956,0.440221735,wc
1,1,1,7,80,80,1306,1182,1623.033827,0.249758304,wc
1,1,1,7,80,80,1442,90,3169.226342,0.258067778,wc
1,1,1,7,80,80,1442,248,2011.532989,0.209887154,wc
1,1,1,7,80,80,1442,525,2288.055467,0.166052817,wc
1,1,1,7,80,80,1442,622,2180.711665,0.253798818,wc
1,1,1,7,80,80,1442,764,1138.552965,0.116799053,wc
1,1,1,7,80,80,1442,892,1220.76321,0.272147322,wc
1,1,1,7,80,80,1442,1182,417.8646141,0.068551732,wc
1,1,1,7,80,80,1442,1306,1594.986002,0.255747515,wc
1,1,1,7,80,80,1497,90,3506.039738,0.274311357,wc
1,1,1,7,80,80,1497,248,2050.347009,0.235150772,wc
1,1,1,7,80,80,1497,525,2639.485916,0.22786756,wc
1,1,1,7,80,80,1497,622,1994.506981,0.263398827,wc
1,1,1,7,80,80,1497,764,1182.183756,0.126603576,wc
1,1,1,7,80,80,1497,892,1537.156653,0.341553133,wc
1,1,1,7,80,80,1497,1182,683.811243,0.128728422,wc
1,1,1,7,80,80,1497,1306,1301.340095,0.25818274,wc
1,1,1,7,80,80,1497,1442,371.7356396,0.12916907,wc
1,1,1,7,80,80,1555,90,2268.222056,0.372340386,wc
1,1,1,7,80,80,1555,248,3599.5554,0.336594361,wc
1,1,1,7,80,80,1555,525,1597.250544,0.266437649,wc
1,1,1,7,80,80,1555,622,4368.460379,0.309735887,wc
1,1,1,7,80,80,1555,764,3028.708842,0.207668745,wc
1,1,1,7,80,80,1555,892,1989.640007,0.378523675,wc
1,1,1,7,80,80,1555,1182,2376.406558,0.156080037,wc
1,1,1,7,80,80,1555,1306,3983.629676,0.354697726,wc
1,1,1,7,80,80,1555,1442,2419.189448,0.188591741,wc
1,1,1,7,80,80,1555,1497,2773.205449,0.234293608,wc
1,1,1,7,80,80,1673,90,3371.007577,0.440618733,wc
1,1,1,7,80,80,1673,248,2329.859311,0.390621502,wc
1,1,1,7,80,80,1673,525,2467.744101,0.294157781,wc
1,1,1,7,80,80,1673,622,2420.869469,0.406398961,wc
1,1,1,7,80,80,1673,764,1454.507507,0.266548235,wc
1,1,1,7,80,80,1673,892,1469.967519,0.394257562,wc
1,1,1,7,80,80,1673,1182,729.1459779,0.235368249,wc
1,1,1,7,80,80,1673,1306,1747.930722,0.412581982,wc
1,1,1,7,80,80,1673,1442,322.0531022,0.224916241,wc
1,1,1,7,80,80,1673,1497,446.9309,0.338753372,wc
1,1,1,7,80,80,1673,1555,2390.531667,0.319180135,wc
1,1,1,7,80,80,2097,90,4978.759748,0.320861928,wc
1,1,1,7,80,80,2097,248,3170.162972,0.324039184,wc
1,1,1,7,80,80,2097,525,4102.602138,0.264373257,wc
1,1,1,7,80,80,2097,622,2494.639477,0.316586961,wc
1,1,1,7,80,80,2097,764,2429.759564,0.204828658,wc
1,1,1,7,80,80,2097,892,3010.611706,0.383360833,wc
1,1,1,7,80,80,2097,1182,2155.202212,0.19633668,wc
1,1,1,7,80,80,2097,1306,1575.065905,0.354017371,wc
1,1,1,7,80,80,2097,1442,1814.595807,0.212255767,wc
1,1,1,7,80,80,2097,1497,1473.735694,0.233571956,wc
1,1,1,7,80,80,2097,1555,3982.444539,0.30900639,wc
1,1,1,7,80,80,2097,1673,1670.664355,0.389579061,wc
1,1,1,7,80,80,248,90,2875.577966,0.395258837,wc
1,1,1,7,80,80,525,90,924.1892355,0.289960031,wc
1,1,1,7,80,80,525,248,2438.773457,0.266435597,wc
1,1,1,7,80,80,622,90,4088.375978,0.366457658,wc
1,1,1,7,80,80,622,248,1275.446223,0.362710051,wc
1,1,1,7,80,80,622,525,3519.587197,0.280976377,wc
1,1,1,7,80,80,764,90,2900.735471,0.210593046,wc
1,1,1,7,80,80,764,248,877.1804123,0.21419192,wc
1,1,1,7,80,80,764,525,2218.685077,0.167317541,wc
1,1,1,7,80,80,764,622,1354.751365,0.263422577,wc
1,1,1,7,80,80,892,90,1975.876435,0.442138932,wc
1,1,1,7,80,80,892,248,1612.234364,0.408478479,wc
1,1,1,7,80,80,892,525,1158.542432,0.258229335,wc
1,1,1,7,80,80,892,622,2469.224447,0.426422074,wc
1,1,1,7,80,80,892,764,1119.328607,0.260663205,wc
1,1,2,1,0,0,1182,90,2831.063401,0.047119742,wc
1,1,2,1,0,0,1182,248,1659.081597,0.075171818,wc
1,1,2,1,0,0,1182,525,1984.184824,0.034673866,wc
1,1,2,1,0,0,1182,622,2034.441262,0.09461766,wc
1,1,2,1,0,0,1182,764,816.9442743,0.029031318,wc
1,1,2,1,0,0,1182,892,856.610819,0.059435628,wc
1,1,2,1,0,0,1182,970,3097.985413,0.085307124,wc
1,1,2,1,0,0,1306,90,4201.531355,0.074717764,wc
1,1,2,1,0,0,1306,248,1765.570943,0.087866508,wc
1,1,2,1,0,0,1306,525,3474.060387,0.055369349,wc
1,1,2,1,0,0,1306,622,924.2300638,0.111561826,wc
1,1,2,1,0,0,1306,764,1305.648309,0.046323778,wc
1,1,2,1,0,0,1306,892,2323.367956,0.072770924,wc
1,1,2,1,0,0,1306,970,4692.578187,0.140777351,wc
1,1,2,1,0,0,1306,1182,1623.033827,0.043627178,wc
1,1,2,1,0,0,1442,90,3169.226342,0.053288007,wc
1,1,2,1,0,0,1442,248,2011.532989,0.083168721,wc
1,1,2,1,0,0,1442,525,2288.055467,0.04619397,wc
1,1,2,1,0,0,1442,622,2180.711665,0.09930993,wc
1,1,2,1,0,0,1442,764,1138.552965,0.039432543,wc
1,1,2,1,0,0,1442,892,1220.76321,0.061596335,wc
1,1,2,1,0,0,1442,970,3293.366029,0.101890305,wc
1,1,2,1,0,0,1442,1182,417.8646141,0.01810906,wc
1,1,2,1,0,0,1442,1306,1594.986002,0.053280047,wc
1,1,2,1,0,0,1497,90,3506.039738,0.076769328,wc
1,1,2,1,0,0,1497,248,2050.347009,0.102102944,wc
1,1,2,1,0,0,1497,525,2639.485916,0.058230783,wc
1,1,2,1,0,0,1497,622,1994.506981,0.120157587,wc
1,1,2,1,0,0,1497,764,1182.183756,0.060206706,wc
1,1,2,1,0,0,1497,892,1537.156653,0.101719009,wc
1,1,2,1,0,0,1497,970,3665.02159,0.124767236,wc
1,1,2,1,0,0,1497,1182,683.811243,0.044288137,wc
1,1,2,1,0,0,1497,1306,1301.340095,0.08711719,wc
1,1,2,1,0,0,1497,1442,371.7356396,0.058018772,wc
1,1,2,1,0,0,1555,90,2268.222056,0.068945829,wc
1,1,2,1,0,0,1555,248,3599.5554,0.093319159,wc
1,1,2,1,0,0,1555,525,1597.250544,0.056925484,wc
1,1,2,1,0,0,1555,622,4368.460379,0.125824363,wc
1,1,2,1,0,0,1555,764,3028.708842,0.051916669,wc
1,1,2,1,0,0,1555,892,1989.640007,0.092053052,wc
1,1,2,1,0,0,1555,970,1324.84436,0.111467332,wc
1,1,2,1,0,0,1555,1182,2376.406558,0.043436406,wc
1,1,2,1,0,0,1555,1306,3983.629676,0.073867675,wc
1,1,2,1,0,0,1555,1442,2419.189448,0.049008427,wc
1,1,2,1,0,0,1555,1497,2773.205449,0.062797337,wc
1,1,2,1,0,0,1673,90,3371.007577,0.115070573,wc
1,1,2,1,0,0,1673,248,2329.859311,0.132806628,wc
1,1,2,1,0,0,1673,525,2467.744101,0.088364108,wc
1,1,2,1,0,0,1673,622,2420.869469,0.161215825,wc
1,1,2,1,0,0,1673,764,1454.507507,0.082823424,wc
1,1,2,1,0,0,1673,892,1469.967519,0.10819143,wc
1,1,2,1,0,0,1673,970,3371.810736,0.150520236,wc
1,1,2,1,0,0,1673,1182,729.1459779,0.07474213,wc
1,1,2,1,0,0,1673,1306,1747.930722,0.095350268,wc
1,1,2,1,0,0,1673,1442,322.0531022,0.087827631,wc
1,1,2,1,0,0,1673,1497,446.9309,0.116693387,wc
1,1,2,1,0,0,1673,1555,2390.531667,0.098285219,wc
1,1,2,1,0,0,2097,90,4978.759748,0.077729553,wc
1,1,2,1,0,0,2097,248,3170.162972,0.111977513,wc
1,1,2,1,0,0,2097,525,4102.602138,0.075452944,wc
1,1,2,1,0,0,2097,622,2494.639477,0.127968614,wc
1,1,2,1,0,0,2097,764,2429.759564,0.081506238,wc
1,1,2,1,0,0,2097,892,3010.611706,0.097618717,wc
1,1,2,1,0,0,2097,970,5038.333444,0.110912918,wc
1,1,2,1,0,0,2097,1182,2155.202212,0.046987828,wc
1,1,2,1,0,0,2097,1306,1575.065905,0.094943246,wc
1,1,2,1,0,0,2097,1442,1814.595807,0.062506097,wc
1,1,2,1,0,0,2097,1497,1473.735694,0.074833924,wc
1,1,2,1,0,0,2097,1555,3982.444539,0.063052487,wc
1,1,2,1,0,0,2097,1673,1670.664355,0.10685672,wc
1,1,2,1,0,0,248,90,2875.577966,0.110775462,wc
1,1,2,1,0,0,525,90,924.1892355,0.066229285,wc
1,1,2,1,0,0,525,248,2438.773457,0.075304745,wc
1,1,2,1,0,0,622,90,4088.375978,0.145004363,wc
1,1,2,1,0,0,622,248,1275.446223,0.135521259,wc
1,1,2,1,0,0,622,525,3519.587197,0.10750847,wc
1,1,2,1,0,0,764,90,2900.735471,0.063221466,wc
1,1,2,1,0,0,764,248,877.1804123,0.084293338,wc
1,1,2,1,0,0,764,525,2218.685077,0.031044886,wc
1,1,2,1,0,0,764,622,1354.751365,0.116114137,wc
1,1,2,1,0,0,892,90,1975.876435,0.091141776,wc
1,1,2,1,0,0,892,248,1612.234364,0.126673865,wc
1,1,2,1,0,0,892,525,1158.542432,0.074065492,wc
1,1,2,1,0,0,892,622,2469.224447,0.111020517,wc
1,1,2,1,0,0,892,764,1119.328607,0.065207417,wc
1,1,2,1,0,0,970,90,1413.082996,0.139416905,wc
1,1,2,1,0,0,970,248,3798.683244,0.12975793,wc
1,1,2,1,0,0,970,525,1360.822267,0.111561447,wc
1,1,2,1,0,0,970,622,4842.753386,0.188563776,wc
1,1,2,1,0,0,970,764,3507.93897,0.126645135,wc
1,1,2,1,0,0,970,892,2393.379699,0.155833322,wc
1,1,2,2,70,0,1182,90,2831.063401,0.121929335,wc
1,1,2,2,70,0,1182,248,1659.081597,0.181003449,wc
1,1,2,2,70,0,1182,525,1984.184824,0.10528479,wc
1,1,2,2,70,0,1182,622,2034.441262,0.148954802,wc
1,1,2,2,70,0,1182,764,816.9442743,0.068206983,wc
1,1,2,2,70,0,1182,892,856.610819,0.1342813,wc
1,1,2,2,70,0,1182,970,3097.985413,0.185142935,wc
1,1,2,2,70,0,1306,90,4201.531355,0.182655325,wc
1,1,2,2,70,0,1306,248,1765.570943,0.22254023,wc
1,1,2,2,70,0,1306,525,3474.060387,0.175381655,wc
1,1,2,2,70,0,1306,622,924.2300638,0.232663076,wc
1,1,2,2,70,0,1306,764,1305.648309,0.158602813,wc
1,1,2,2,70,0,1306,892,2323.367956,0.240808956,wc
1,1,2,2,70,0,1306,970,4692.578187,0.283149229,wc
1,1,2,2,70,0,1306,1182,1623.033827,0.131190607,wc
1,1,2,2,70,0,1442,90,3169.226342,0.129212575,wc
1,1,2,2,70,0,1442,248,2011.532989,0.150776648,wc
1,1,2,2,70,0,1442,525,2288.055467,0.116800577,wc
1,1,2,2,70,0,1442,622,2180.711665,0.173689359,wc
1,1,2,2,70,0,1442,764,1138.552965,0.072387886,wc
1,1,2,2,70,0,1442,892,1220.76321,0.142451771,wc
1,1,2,2,70,0,1442,970,3293.366029,0.216384286,wc
1,1,2,2,70,0,1442,1182,417.8646141,0.038471048,wc
1,1,2,2,70,0,1442,1306,1594.986002,0.127956103,wc
1,1,2,2,70,0,1497,90,3506.039738,0.145423909,wc
1,1,2,2,70,0,1497,248,2050.347009,0.218805837,wc
1,1,2,2,70,0,1497,525,2639.485916,0.131477444,wc
1,1,2,2,70,0,1497,622,1994.506981,0.188266723,wc
1,1,2,2,70,0,1497,764,1182.183756,0.098980996,wc
1,1,2,2,70,0,1497,892,1537.156653,0.151678242,wc
1,1,2,2,70,0,1497,970,3665.02159,0.22856803,wc
1,1,2,2,70,0,1497,1182,683.811243,0.076282179,wc
1,1,2,2,70,0,1497,1306,1301.340095,0.176111399,wc
1,1,2,2,70,0,1497,1442,371.7356396,0.086521373,wc
1,1,2,2,70,0,1555,90,2268.222056,0.206672754,wc
1,1,2,2,70,0,1555,248,3599.5554,0.284035395,wc
1,1,2,2,70,0,1555,525,1597.250544,0.220660045,wc
1,1,2,2,70,0,1555,622,4368.460379,0.233342077,wc
1,1,2,2,70,0,1555,764,3028.708842,0.17798281,wc
1,1,2,2,70,0,1555,892,1989.640007,0.195577644,wc
1,1,2,2,70,0,1555,970,1324.84436,0.300980129,wc
1,1,2,2,70,0,1555,1182,2376.406558,0.106943351,wc
1,1,2,2,70,0,1555,1306,3983.629676,0.246335799,wc
1,1,2,2,70,0,1555,1442,2419.189448,0.141329871,wc
1,1,2,2,70,0,1555,1497,2773.205449,0.16355423,wc
1,1,2,2,70,0,1673,90,3371.007577,0.241333911,wc
1,1,2,2,70,0,1673,248,2329.859311,0.260783244,wc
1,1,2,2,70,0,1673,525,2467.744101,0.258759851,wc
1,1,2,2,70,0,1673,622,2420.869469,0.251100442,wc
1,1,2,2,70,0,1673,764,1454.507507,0.175736438,wc
1,1,2,2,70,0,1673,892,1469.967519,0.253264649,wc
1,1,2,2,70,0,1673,970,3371.810736,0.317368533,wc
1,1,2,2,70,0,1673,1182,729.1459779,0.160077853,wc
1,1,2,2,70,0,1673,1306,1747.930722,0.208793176,wc
1,1,2,2,70,0,1673,1442,322.0531022,0.152252216,wc
1,1,2,2,70,0,1673,1497,446.9309,0.209682289,wc
1,1,2,2,70,0,1673,1555,2390.531667,0.273956549,wc
1,1,2,2,70,0,2097,90,4978.759748,0.152023993,wc
1,1,2,2,70,0,2097,248,3170.162972,0.212552261,wc
1,1,2,2,70,0,2097,525,4102.602138,0.152396151,wc
1,1,2,2,70,0,2097,622,2494.639477,0.212066902,wc
1,1,2,2,70,0,2097,764,2429.759564,0.144587808,wc
1,1,2,2,70,0,2097,892,3010.611706,0.19711607,wc
1,1,2,2,70,0,2097,970,5038.333444,0.286940058,wc
1,1,2,2,70,0,2097,1182,2155.202212,0.108020229,wc
1,1,2,2,70,0,2097,1306,1575.065905,0.170073027,wc
1,1,2,2,70,0,2097,1442,1814.595807,0.109138309,wc
1,1,2,2,70,0,2097,1497,1473.735694,0.136035318,wc
1,1,2,2,70,0,2097,1555,3982.444539,0.174146274,wc
1,1,2,2,70,0,2097,1673,1670.664355,0.227508931,wc
1,1,2,2,70,0,248,90,2875.577966,0.259686788,wc
1,1,2,2,70,0,525,90,924.1892355,0.191384553,wc
1,1,2,2,70,0,525,248,2438.773457,0.235319803,wc
1,1,2,2,70,0,622,90,4088.375978,0.228494557,wc
1,1,2,2,70,0,622,248,1275.446223,0.263603621,wc
1,1,2,2,70,0,622,525,3519.587197,0.236333697,wc
1,1,2,2,70,0,764,90,2900.735471,0.142905101,wc
1,1,2,2,70,0,764,248,877.1804123,0.176704396,wc
1,1,2,2,70,0,764,525,2218.685077,0.137512678,wc
1,1,2,2,70,0,764,622,1354.751365,0.16129923,wc
1,1,2,2,70,0,892,90,1975.876435,0.19221,wc
1,1,2,2,70,0,892,248,1612.234364,0.278832565,wc
1,1,2,2,70,0,892,525,1158.542432,0.226122212,wc
1,1,2,2,70,0,892,622,2469.224447,0.246031857,wc
1,1,2,2,70,0,892,764,1119.328607,0.164092173,wc
1,1,2,2,70,0,970,90,1413.082996,0.287491773,wc
1,1,2,2,70,0,970,248,3798.683244,0.329548917,wc
1,1,2,2,70,0,970,525,1360.822267,0.267318578,wc
1,1,2,2,70,0,970,622,4842.753386,0.29224896,wc
1,1,2,2,70,0,970,764,3507.93897,0.216705637,wc
1,1,2,2,70,0,970,892,2393.379699,0.281935089,wc
1,1,2,3,70,40,1182,90,2831.063401,0.116050593,wc
1,1,2,3,70,40,1182,248,1659.081597,0.240883196,wc
1,1,2,3,70,40,1182,525,1984.184824,0.113554357,wc
1,1,2,3,70,40,1182,622,2034.441262,0.153306849,wc
1,1,2,3,70,40,1182,764,816.9442743,0.0681142,wc
1,1,2,3,70,40,1182,892,856.610819,0.210859475,wc
1,1,2,3,70,40,1182,970,3097.985413,0.214725901,wc
1,1,2,3,70,40,1306,90,4201.531355,0.217765874,wc
1,1,2,3,70,40,1306,248,1765.570943,0.36209379,wc
1,1,2,3,70,40,1306,525,3474.060387,0.243144557,wc
1,1,2,3,70,40,1306,622,924.2300638,0.250740941,wc
1,1,2,3,70,40,1306,764,1305.648309,0.181079139,wc
1,1,2,3,70,40,1306,892,2323.367956,0.322739076,wc
1,1,2,3,70,40,1306,970,4692.578187,0.325526445,wc
1,1,2,3,70,40,1306,1182,1623.033827,0.158969903,wc
1,1,2,3,70,40,1442,90,3169.226342,0.114535975,wc
1,1,2,3,70,40,1442,248,2011.532989,0.237535262,wc
1,1,2,3,70,40,1442,525,2288.055467,0.109940469,wc
1,1,2,3,70,40,1442,622,2180.711665,0.169769621,wc
1,1,2,3,70,40,1442,764,1138.552965,0.071807923,wc
1,1,2,3,70,40,1442,892,1220.76321,0.227531484,wc
1,1,2,3,70,40,1442,970,3293.366029,0.214288317,wc
1,1,2,3,70,40,1442,1182,417.8646141,0.047397754,wc
1,1,2,3,70,40,1442,1306,1594.986002,0.170761593,wc
1,1,2,3,70,40,1497,90,3506.039738,0.155026059,wc
1,1,2,3,70,40,1497,248,2050.347009,0.243622117,wc
1,1,2,3,70,40,1497,525,2639.485916,0.137320632,wc
1,1,2,3,70,40,1497,622,1994.506981,0.209379549,wc
1,1,2,3,70,40,1497,764,1182.183756,0.097768033,wc
1,1,2,3,70,40,1497,892,1537.156653,0.236199612,wc
1,1,2,3,70,40,1497,970,3665.02159,0.238948891,wc
1,1,2,3,70,40,1497,1182,683.811243,0.065131982,wc
1,1,2,3,70,40,1497,1306,1301.340095,0.176846535,wc
1,1,2,3,70,40,1497,1442,371.7356396,0.097244739,wc
1,1,2,3,70,40,1555,90,2268.222056,0.218134886,wc
1,1,2,3,70,40,1555,248,3599.5554,0.32071514,wc
1,1,2,3,70,40,1555,525,1597.250544,0.208441026,wc
1,1,2,3,70,40,1555,622,4368.460379,0.249236772,wc
1,1,2,3,70,40,1555,764,3028.708842,0.149418427,wc
1,1,2,3,70,40,1555,892,1989.640007,0.335500037,wc
1,1,2,3,70,40,1555,970,1324.84436,0.264577182,wc
1,1,2,3,70,40,1555,1182,2376.406558,0.154307634,wc
1,1,2,3,70,40,1555,1306,3983.629676,0.235206954,wc
1,1,2,3,70,40,1555,1442,2419.189448,0.146939672,wc
1,1,2,3,70,40,1555,1497,2773.205449,0.188600843,wc
1,1,2,3,70,40,1673,90,3371.007577,0.266730762,wc
1,1,2,3,70,40,1673,248,2329.859311,0.342980793,wc
1,1,2,3,70,40,1673,525,2467.744101,0.226236303,wc
1,1,2,3,70,40,1673,622,2420.869469,0.288703393,wc
1,1,2,3,70,40,1673,764,1454.507507,0.199414302,wc
1,1,2,3,70,40,1673,892,1469.967519,0.376554442,wc
1,1,2,3,70,40,1673,970,3371.810736,0.349572571,wc
1,1,2,3,70,40,1673,1182,729.1459779,0.166250419,wc
1,1,2,3,70,40,1673,1306,1747.930722,0.293939837,wc
1,1,2,3,70,40,1673,1442,322.0531022,0.213954656,wc
1,1,2,3,70,40,1673,1497,446.9309,0.170359948,wc
1,1,2,3,70,40,1673,1555,2390.531667,0.288786393,wc
1,1,2,3,70,40,2097,90,4978.759748,0.15482406,wc
1,1,2,3,70,40,2097,248,3170.162972,0.288583303,wc
1,1,2,3,70,40,2097,525,4102.602138,0.177245691,wc
1,1,2,3,70,40,2097,622,2494.639477,0.210174645,wc
1,1,2,3,70,40,2097,764,2429.759564,0.11092214,wc
1,1,2,3,70,40,2097,892,3010.611706,0.268587646,wc
1,1,2,3,70,40,2097,970,5038.333444,0.27994286,wc
1,1,2,3,70,40,2097,1182,2155.202212,0.114410105,wc
1,1,2,3,70,40,2097,1306,1575.065905,0.195231702,wc
1,1,2,3,70,40,2097,1442,1814.595807,0.091424221,wc
1,1,2,3,70,40,2097,1497,1473.735694,0.134819599,wc
1,1,2,3,70,40,2097,1555,3982.444539,0.170036885,wc
1,1,2,3,70,40,2097,1673,1670.664355,0.238670428,wc
1,1,2,3,70,40,248,90,2875.577966,0.291787616,wc
1,1,2,3,70,40,525,90,924.1892355,0.197657796,wc
1,1,2,3,70,40,525,248,2438.773457,0.278551742,wc
1,1,2,3,70,40,622,90,4088.375978,0.201858773,wc
1,1,2,3,70,40,622,248,1275.446223,0.326914311,wc
1,1,2,3,70,40,622,525,3519.587197,0.209012981,wc
1,1,2,3,70,40,764,90,2900.735471,0.125335627,wc
1,1,2,3,70,40,764,248,877.1804123,0.249613119,wc
1,1,2,3,70,40,764,525,2218.685077,0.119261037,wc
1,1,2,3,70,40,764,622,1354.751365,0.151295217,wc
1,1,2,3,70,40,892,90,1975.876435,0.277189903,wc
1,1,2,3,70,40,892,248,1612.234364,0.420869974,wc
1,1,2,3,70,40,892,525,1158.542432,0.268465985,wc
1,1,2,3,70,40,892,622,2469.224447,0.309045531,wc
1,1,2,3,70,40,892,764,1119.328607,0.185131333,wc
1,1,2,3,70,40,970,90,1413.082996,0.276775529,wc
1,1,2,3,70,40,970,248,3798.683244,0.406415311,wc
1,1,2,3,70,40,970,525,1360.822267,0.251122562,wc
1,1,2,3,70,40,970,622,4842.753386,0.332113503,wc
1,1,2,3,70,40,970,764,3507.93897,0.2098176,wc
1,1,2,3,70,40,970,892,2393.379699,0.392048312,wc
1,1,2,4,70,80,1182,90,2831.063401,0.110463603,wc
1,1,2,4,70,80,1182,248,1659.081597,0.228554894,wc
1,1,2,4,70,80,1182,525,1984.184824,0.097414029,wc
1,1,2,4,70,80,1182,622,2034.441262,0.160732707,wc
1,1,2,4,70,80,1182,764,816.9442743,0.078095272,wc
1,1,2,4,70,80,1182,892,856.610819,0.20730066,wc
1,1,2,4,70,80,1182,970,3097.985413,0.207712361,wc
1,1,2,4,70,80,1306,90,4201.531355,0.297038075,wc
1,1,2,4,70,80,1306,248,1765.570943,0.380490197,wc
1,1,2,4,70,80,1306,525,3474.060387,0.314851527,wc
1,1,2,4,70,80,1306,622,924.2300638,0.385176343,wc
1,1,2,4,70,80,1306,764,1305.648309,0.280377454,wc
1,1,2,4,70,80,1306,892,2323.367956,0.43235445,wc
1,1,2,4,70,80,1306,970,4692.578187,0.360186268,wc
1,1,2,4,70,80,1306,1182,1623.033827,0.265584662,wc
1,1,2,4,70,80,1442,90,3169.226342,0.116840169,wc
1,1,2,4,70,80,1442,248,2011.532989,0.248398609,wc
1,1,2,4,70,80,1442,525,2288.055467,0.15311504,wc
1,1,2,4,70,80,1442,622,2180.711665,0.201612108,wc
1,1,2,4,70,80,1442,764,1138.552965,0.076803975,wc
1,1,2,4,70,80,1442,892,1220.76321,0.204160383,wc
1,1,2,4,70,80,1442,970,3293.366029,0.211969226,wc
1,1,2,4,70,80,1442,1182,417.8646141,0.062225127,wc
1,1,2,4,70,80,1442,1306,1594.986002,0.270314282,wc
1,1,2,4,70,80,1497,90,3506.039738,0.157080066,wc
1,1,2,4,70,80,1497,248,2050.347009,0.296118829,wc
1,1,2,4,70,80,1497,525,2639.485916,0.161574684,wc
1,1,2,4,70,80,1497,622,1994.506981,0.220541145,wc
1,1,2,4,70,80,1497,764,1182.183756,0.094597063,wc
1,1,2,4,70,80,1497,892,1537.156653,0.239293762,wc
1,1,2,4,70,80,1497,970,3665.02159,0.263606888,wc
1,1,2,4,70,80,1497,1182,683.811243,0.129943864,wc
1,1,2,4,70,80,1497,1306,1301.340095,0.314905904,wc
1,1,2,4,70,80,1497,1442,371.7356396,0.113551488,wc
1,1,2,4,70,80,1555,90,2268.222056,0.185432506,wc
1,1,2,4,70,80,1555,248,3599.5554,0.32790482,wc
1,1,2,4,70,80,1555,525,1597.250544,0.155201511,wc
1,1,2,4,70,80,1555,622,4368.460379,0.244679589,wc
1,1,2,4,70,80,1555,764,3028.708842,0.167687218,wc
1,1,2,4,70,80,1555,892,1989.640007,0.28374944,wc
1,1,2,4,70,80,1555,970,1324.84436,0.28763779,wc
1,1,2,4,70,80,1555,1182,2376.406558,0.145092287,wc
1,1,2,4,70,80,1555,1306,3983.629676,0.335245479,wc
1,1,2,4,70,80,1555,1442,2419.189448,0.147995213,wc
1,1,2,4,70,80,1555,1497,2773.205449,0.149747852,wc
1,1,2,4,70,80,1673,90,3371.007577,0.2067452,wc
1,1,2,4,70,80,1673,248,2329.859311,0.371465096,wc
1,1,2,4,70,80,1673,525,2467.744101,0.254366373,wc
1,1,2,4,70,80,1673,622,2420.869469,0.297471442,wc
1,1,2,4,70,80,1673,764,1454.507507,0.200596741,wc
1,1,2,4,70,80,1673,892,1469.967519,0.331665293,wc
1,1,2,4,70,80,1673,970,3371.810736,0.359065412,wc
1,1,2,4,70,80,1673,1182,729.1459779,0.196646504,wc
1,1,2,4,70,80,1673,1306,1747.930722,0.381203021,wc
1,1,2,4,70,80,1673,1442,322.0531022,0.175505869,wc
1,1,2,4,70,80,1673,1497,446.9309,0.21482488,wc
1,1,2,4,70,80,1673,1555,2390.531667,0.277394855,wc
1,1,2,4,70,80,2097,90,4978.759748,0.190487242,wc
1,1,2,4,70,80,2097,248,3170.162972,0.288353581,wc
1,1,2,4,70,80,2097,525,4102.602138,0.203969918,wc
1,1,2,4,70,80,2097,622,2494.639477,0.265903146,wc
1,1,2,4,70,80,2097,764,2429.759564,0.127362399,wc
1,1,2,4,70,80,2097,892,3010.611706,0.267912773,wc
1,1,2,4,70,80,2097,970,5038.333444,0.301252482,wc
1,1,2,4,70,80,2097,1182,2155.202212,0.137148425,wc
