Ash_rep,Land_rep,Replicate,Treatment,Tree_disease,Management,Patch_1,Patch_2,real_distance,FST,method
1,1,0,1,0,0,892,622,2469.224447,0.132179008,wc
1,1,0,1,0,0,892,764,1119.328607,0.082241258,wc
1,1,0,1,0,0,970,90,1413.082996,0.132491883,wc
1,1,0,1,0,0,970,248,3798.683244,0.156798989,wc
1,1,0,1,0,0,970,525,1360.822267,0.105524124,wc
1,1,0,1,0,0,970,622,4842.753386,0.142387529,wc
1,1,0,1,0,0,970,764,3507.93897,0.084838226,wc
1,1,0,1,0,0,970,892,2393.379699,0.132262899,wc
1,1,0,2,70,0,1182,90,2831.063401,0.140974167,wc
1,1,0,2,70,0,1182,248,1659.081597,0.193220835,wc
1,1,0,2,70,0,1182,525,1984.184824,0.10510465,wc
1,1,0,2,70,0,1182,622,2034.441262,0.127884543,wc
1,1,0,2,70,0,1182,764,816.9442743,0.058964757,wc
1,1,0,2,70,0,1182,892,856.610819,0.184551844,wc
1,1,0,2,70,0,1182,970,3097.985413,0.153090871,wc
1,1,0,2,70,0,1306,90,4201.531355,0.249056405,wc
1,1,0,2,70,0,1306,248,1765.570943,0.318768671,wc
1,1,0,2,70,0,1306,525,3474.060387,0.211793421,wc
1,1,0,2,70,0,1306,622,924.2300638,0.237436712,wc
1,1,0,2,70,0,1306,764,1305.648309,0.175375454,wc
1,1,0,2,70,0,1306,892,2323.367956,0.273124914,wc
1,1,0,2,70,0,1306,970,4692.578187,0.267330147,wc
1,1,0,2,70,0,1306,1182,1623.033827,0.167722528,wc
1,1,0,2,70,0,1442,90,3169.226342,0.150398108,wc
1,1,0,2,70,0,1442,248,2011.532989,0.203863878,wc
1,1,0,2,70,0,1442,525,2288.055467,0.106141115,wc
1,1,0,2,70,0,1442,622,2180.711665,0.153033722,wc
1,1,0,2,70,0,1442,764,1138.552965,0.066380997,wc
1,1,0,2,70,0,1442,892,1220.76321,0.19510109,wc
1,1,0,2,70,0,1442,970,3293.366029,0.16759724,wc
1,1,0,2,70,0,1442,1182,417.8646141,0.049098802,wc
1,1,0,2,70,0,1442,1306,1594.986002,0.1688954,wc
1,1,0,2,70,0,1497,90,3506.039738,0.167483922,wc
1,1,0,2,70,0,1497,248,2050.347009,0.224933845,wc
1,1,0,2,70,0,1497,525,2639.485916,0.120234786,wc
1,1,0,2,70,0,1497,622,1994.506981,0.159123341,wc
1,1,0,2,70,0,1497,764,1182.183756,0.099564999,wc
1,1,0,2,70,0,1497,892,1537.156653,0.194987841,wc
1,1,0,2,70,0,1497,970,3665.02159,0.177622335,wc
1,1,0,2,70,0,1497,1182,683.811243,0.075883207,wc
1,1,0,2,70,0,1497,1306,1301.340095,0.162258137,wc
1,1,0,2,70,0,1497,1442,371.7356396,0.08317031,wc
1,1,0,2,70,0,1555,90,2268.222056,0.260959941,wc
1,1,0,2,70,0,1555,248,3599.5554,0.330302924,wc
1,1,0,2,70,0,1555,525,1597.250544,0.177934456,wc
1,1,0,2,70,0,1555,622,4368.460379,0.205189977,wc
1,1,0,2,70,0,1555,764,3028.708842,0.167649394,wc
1,1,0,2,70,0,1555,892,1989.640007,0.267986411,wc
1,1,0,2,70,0,1555,970,1324.84436,0.286930538,wc
1,1,0,2,70,0,1555,1182,2376.406558,0.134854366,wc
1,1,0,2,70,0,1555,1306,3983.629676,0.268196919,wc
1,1,0,2,70,0,1555,1442,2419.189448,0.156547434,wc
1,1,0,2,70,0,1555,1497,2773.205449,0.160140015,wc
1,1,0,2,70,0,1673,90,3371.007577,0.264823291,wc
1,1,0,2,70,0,1673,248,2329.859311,0.305051583,wc
1,1,0,2,70,0,1673,525,2467.744101,0.209796314,wc
1,1,0,2,70,0,1673,622,2420.869469,0.222117456,wc
1,1,0,2,70,0,1673,764,1454.507507,0.156124273,wc
1,1,0,2,70,0,1673,892,1469.967519,0.221481726,wc
1,1,0,2,70,0,1673,970,3371.810736,0.265829342,wc
1,1,0,2,70,0,1673,1182,729.1459779,0.184952683,wc
1,1,0,2,70,0,1673,1306,1747.930722,0.238065721,wc
1,1,0,2,70,0,1673,1442,322.0531022,0.183613094,wc
1,1,0,2,70,0,1673,1497,446.9309,0.168670217,wc
1,1,0,2,70,0,1673,1555,2390.531667,0.271628253,wc
1,1,0,2,70,0,2097,90,4978.759748,0.179369763,wc
1,1,0,2,70,0,2097,248,3170.162972,0.185361865,wc
1,1,0,2,70,0,2097,525,4102.602138,0.152525608,wc
1,1,0,2,70,0,2097,622,2494.639477,0.202538271,wc
1,1,0,2,70,0,2097,764,2429.759564,0.129084317,wc
1,1,0,2,70,0,2097,892,3010.611706,0.27156155,wc
1,1,0,2,70,0,2097,970,5038.333444,0.209195952,wc
1,1,0,2,70,0,2097,1182,2155.202212,0.109000619,wc
1,1,0,2,70,0,2097,1306,1575.065905,0.233717561,wc
1,1,0,2,70,0,2097,1442,1814.595807,0.125786972,wc
1,1,0,2,70,0,2097,1497,1473.735694,0.155677206,wc
1,1,0,2,70,0,2097,1555,3982.444539,0.219270414,wc
1,1,0,2,70,0,2097,1673,1670.664355,0.240757005,wc
1,1,0,2,70,0,248,90,2875.577966,0.227047806,wc
1,1,0,2,70,0,525,90,924.1892355,0.192234378,wc
1,1,0,2,70,0,525,248,2438.773457,0.244162373,wc
1,1,0,2,70,0,622,90,4088.375978,0.25505393,wc
1,1,0,2,70,0,622,248,1275.446223,0.282322289,wc
1,1,0,2,70,0,622,525,3519.587197,0.189490338,wc
1,1,0,2,70,0,764,90,2900.735471,0.150161973,wc
1,1,0,2,70,0,764,248,877.1804123,0.171975876,wc
1,1,0,2,70,0,764,525,2218.685077,0.113391184,wc
1,1,0,2,70,0,764,622,1354.751365,0.156347258,wc
1,1,0,2,70,0,892,90,1975.876435,0.261769382,wc
1,1,0,2,70,0,892,248,1612.234364,0.326318948,wc
1,1,0,2,70,0,892,525,1158.542432,0.230084173,wc
1,1,0,2,70,0,892,622,2469.224447,0.262229235,wc
1,1,0,2,70,0,892,764,1119.328607,0.173344692,wc
1,1,0,2,70,0,970,90,1413.082996,0.237122583,wc
1,1,0,2,70,0,970,248,3798.683244,0.266826713,wc
1,1,0,2,70,0,970,525,1360.822267,0.209455078,wc
1,1,0,2,70,0,970,622,4842.753386,0.232347222,wc
1,1,0,2,70,0,970,764,3507.93897,0.159544142,wc
1,1,0,2,70,0,970,892,2393.379699,0.295678092,wc
1,1,0,3,70,40,1182,90,2831.063401,0.152968245,wc
1,1,0,3,70,40,1182,248,1659.081597,0.174572697,wc
1,1,0,3,70,40,1182,525,1984.184824,0.130277519,wc
1,1,0,3,70,40,1182,622,2034.441262,0.165202615,wc
1,1,0,3,70,40,1182,764,816.9442743,0.070218322,wc
1,1,0,3,70,40,1182,892,856.610819,0.229704986,wc
1,1,0,3,70,40,1182,970,3097.985413,0.236669636,wc
1,1,0,3,70,40,1306,90,4201.531355,0.229067823,wc
1,1,0,3,70,40,1306,248,1765.570943,0.313019245,wc
1,1,0,3,70,40,1306,525,3474.060387,0.278510187,wc
1,1,0,3,70,40,1306,622,924.2300638,0.264031637,wc
1,1,0,3,70,40,1306,764,1305.648309,0.195645454,wc
1,1,0,3,70,40,1306,892,2323.367956,0.310059717,wc
1,1,0,3,70,40,1306,970,4692.578187,0.292290651,wc
1,1,0,3,70,40,1306,1182,1623.033827,0.230279339,wc
1,1,0,3,70,40,1442,90,3169.226342,0.128175061,wc
1,1,0,3,70,40,1442,248,2011.532989,0.179523298,wc
1,1,0,3,70,40,1442,525,2288.055467,0.109772901,wc
1,1,0,3,70,40,1442,622,2180.711665,0.146773701,wc
1,1,0,3,70,40,1442,764,1138.552965,0.073625391,wc
1,1,0,3,70,40,1442,892,1220.76321,0.21607021,wc
1,1,0,3,70,40,1442,970,3293.366029,0.221452676,wc
1,1,0,3,70,40,1442,1182,417.8646141,0.042246075,wc
1,1,0,3,70,40,1442,1306,1594.986002,0.210277929,wc
1,1,0,3,70,40,1497,90,3506.039738,0.147846221,wc
1,1,0,3,70,40,1497,248,2050.347009,0.214174969,wc
1,1,0,3,70,40,1497,525,2639.485916,0.138274478,wc
1,1,0,3,70,40,1497,622,1994.506981,0.191832943,wc
1,1,0,3,70,40,1497,764,1182.183756,0.093235521,wc
1,1,0,3,70,40,1497,892,1537.156653,0.243197868,wc
1,1,0,3,70,40,1497,970,3665.02159,0.232057656,wc
1,1,0,3,70,40,1497,1182,683.811243,0.12051168,wc
1,1,0,3,70,40,1497,1306,1301.340095,0.244352856,wc
1,1,0,3,70,40,1497,1442,371.7356396,0.115344799,wc
1,1,0,3,70,40,1555,90,2268.222056,0.231684005,wc
1,1,0,3,70,40,1555,248,3599.5554,0.256837977,wc
1,1,0,3,70,40,1555,525,1597.250544,0.212671856,wc
1,1,0,3,70,40,1555,622,4368.460379,0.226674019,wc
1,1,0,3,70,40,1555,764,3028.708842,0.140129184,wc
1,1,0,3,70,40,1555,892,1989.640007,0.284281327,wc
1,1,0,3,70,40,1555,970,1324.84436,0.28270965,wc
1,1,0,3,70,40,1555,1182,2376.406558,0.124726105,wc
1,1,0,3,70,40,1555,1306,3983.629676,0.301202061,wc
1,1,0,3,70,40,1555,1442,2419.189448,0.145082979,wc
1,1,0,3,70,40,1555,1497,2773.205449,0.174261104,wc
1,1,0,3,70,40,1673,90,3371.007577,0.238903566,wc
1,1,0,3,70,40,1673,248,2329.859311,0.315454118,wc
1,1,0,3,70,40,1673,525,2467.744101,0.199498895,wc
1,1,0,3,70,40,1673,622,2420.869469,0.235406071,wc
1,1,0,3,70,40,1673,764,1454.507507,0.179117401,wc
1,1,0,3,70,40,1673,892,1469.967519,0.296130013,wc
1,1,0,3,70,40,1673,970,3371.810736,0.276407156,wc
1,1,0,3,70,40,1673,1182,729.1459779,0.16781048,wc
1,1,0,3,70,40,1673,1306,1747.930722,0.334264439,wc
1,1,0,3,70,40,1673,1442,322.0531022,0.163907206,wc
1,1,0,3,70,40,1673,1497,446.9309,0.211402085,wc
1,1,0,3,70,40,1673,1555,2390.531667,0.26169837,wc
1,1,0,3,70,40,2097,90,4978.759748,0.200670336,wc
1,1,0,3,70,40,2097,248,3170.162972,0.224563106,wc
1,1,0,3,70,40,2097,525,4102.602138,0.175958145,wc
1,1,0,3,70,40,2097,622,2494.639477,0.249876012,wc
1,1,0,3,70,40,2097,764,2429.759564,0.172998831,wc
1,1,0,3,70,40,2097,892,3010.611706,0.266272249,wc
1,1,0,3,70,40,2097,970,5038.333444,0.27360575,wc
1,1,0,3,70,40,2097,1182,2155.202212,0.158128925,wc
1,1,0,3,70,40,2097,1306,1575.065905,0.290250929,wc
1,1,0,3,70,40,2097,1442,1814.595807,0.155320193,wc
1,1,0,3,70,40,2097,1497,1473.735694,0.161862207,wc
1,1,0,3,70,40,2097,1555,3982.444539,0.209609076,wc
1,1,0,3,70,40,2097,1673,1670.664355,0.267900751,wc
1,1,0,3,70,40,248,90,2875.577966,0.255974535,wc
1,1,0,3,70,40,525,90,924.1892355,0.161551277,wc
1,1,0,3,70,40,525,248,2438.773457,0.216302202,wc
1,1,0,3,70,40,622,90,4088.375978,0.217035373,wc
1,1,0,3,70,40,622,248,1275.446223,0.268255378,wc
1,1,0,3,70,40,622,525,3519.587197,0.218022905,wc
1,1,0,3,70,40,764,90,2900.735471,0.12569857,wc
1,1,0,3,70,40,764,248,877.1804123,0.205399951,wc
1,1,0,3,70,40,764,525,2218.685077,0.147187757,wc
1,1,0,3,70,40,764,622,1354.751365,0.148606515,wc
1,1,0,3,70,40,892,90,1975.876435,0.24683974,wc
1,1,0,3,70,40,892,248,1612.234364,0.331358228,wc
1,1,0,3,70,40,892,525,1158.542432,0.230053965,wc
1,1,0,3,70,40,892,622,2469.224447,0.300832516,wc
1,1,0,3,70,40,892,764,1119.328607,0.201134877,wc
1,1,0,3,70,40,970,90,1413.082996,0.230067456,wc
1,1,0,3,70,40,970,248,3798.683244,0.347799811,wc
1,1,0,3,70,40,970,525,1360.822267,0.250692439,wc
1,1,0,3,70,40,970,622,4842.753386,0.288242906,wc
1,1,0,3,70,40,970,764,3507.93897,0.221490619,wc
1,1,0,3,70,40,970,892,2393.379699,0.331781254,wc
1,1,0,4,70,80,1182,90,2831.063401,0.134542625,wc
1,1,0,4,70,80,1182,248,1659.081597,0.184186982,wc
1,1,0,4,70,80,1182,525,1984.184824,0.115928688,wc
1,1,0,4,70,80,1182,622,2034.441262,0.199106759,wc
1,1,0,4,70,80,1182,764,816.9442743,0.083569334,wc
1,1,0,4,70,80,1182,892,856.610819,0.201805079,wc
1,1,0,4,70,80,1182,970,3097.985413,0.121433898,wc
1,1,0,4,70,80,1306,90,4201.531355,0.222302187,wc
1,1,0,4,70,80,1306,248,1765.570943,0.304036695,wc
1,1,0,4,70,80,1306,525,3474.060387,0.196997802,wc
1,1,0,4,70,80,1306,622,924.2300638,0.316676406,wc
1,1,0,4,70,80,1306,764,1305.648309,0.204245942,wc
1,1,0,4,70,80,1306,892,2323.367956,0.322740927,wc
1,1,0,4,70,80,1306,970,4692.578187,0.299159276,wc
1,1,0,4,70,80,1306,1182,1623.033827,0.167610544,wc
1,1,0,4,70,80,1442,90,3169.226342,0.135947182,wc
1,1,0,4,70,80,1442,248,2011.532989,0.168727851,wc
1,1,0,4,70,80,1442,525,2288.055467,0.107319933,wc
1,1,0,4,70,80,1442,622,2180.711665,0.171437487,wc
1,1,0,4,70,80,1442,764,1138.552965,0.08071526,wc
1,1,0,4,70,80,1442,892,1220.76321,0.20748672,wc
1,1,0,4,70,80,1442,970,3293.366029,0.141776781,wc
1,1,0,4,70,80,1442,1182,417.8646141,0.034936459,wc
1,1,0,4,70,80,1442,1306,1594.986002,0.173082917,wc
1,1,0,4,70,80,1497,90,3506.039738,0.168288521,wc
1,1,0,4,70,80,1497,248,2050.347009,0.21497392,wc
1,1,0,4,70,80,1497,525,2639.485916,0.147681527,wc
1,1,0,4,70,80,1497,622,1994.506981,0.240819592,wc
1,1,0,4,70,80,1497,764,1182.183756,0.120402844,wc
1,1,0,4,70,80,1497,892,1537.156653,0.256691772,wc
1,1,0,4,70,80,1497,970,3665.02159,0.194030331,wc
1,1,0,4,70,80,1497,1182,683.811243,0.090377923,wc
1,1,0,4,70,80,1497,1306,1301.340095,0.255367884,wc
1,1,0,4,70,80,1497,1442,371.7356396,0.093959131,wc
1,1,0,4,70,80,1555,90,2268.222056,0.232523451,wc
1,1,0,4,70,80,1555,248,3599.5554,0.247833072,wc
1,1,0,4,70,80,1555,525,1597.250544,0.137333001,wc
1,1,0,4,70,80,1555,622,4368.460379,0.251850436,wc
1,1,0,4,70,80,1555,764,3028.708842,0.161542366,wc
1,1,0,4,70,80,1555,892,1989.640007,0.266058359,wc
1,1,0,4,70,80,1555,970,1324.84436,0.231122534,wc
1,1,0,4,70,80,1555,1182,2376.406558,0.145246503,wc
1,1,0,4,70,80,1555,1306,3983.629676,0.241017093,wc
1,1,0,4,70,80,1555,1442,2419.189448,0.135479785,wc
1,1,0,4,70,80,1555,1497,2773.205449,0.180828782,wc
1,1,0,4,70,80,1673,90,3371.007577,0.290457954,wc
1,1,0,4,70,80,1673,248,2329.859311,0.362118062,wc
1,1,0,4,70,80,1673,525,2467.744101,0.233863607,wc
1,1,0,4,70,80,1673,622,2420.869469,0.31362064,wc
1,1,0,4,70,80,1673,764,1454.507507,0.23980962,wc
1,1,0,4,70,80,1673,892,1469.967519,0.342354164,wc
1,1,0,4,70,80,1673,970,3371.810736,0.322937039,wc
1,1,0,4,70,80,1673,1182,729.1459779,0.227336799,wc
1,1,0,4,70,80,1673,1306,1747.930722,0.349397859,wc
1,1,0,4,70,80,1673,1442,322.0531022,0.202969593,wc
1,1,0,4,70,80,1673,1497,446.9309,0.252362157,wc
1,1,0,4,70,80,1673,1555,2390.531667,0.248805725,wc
1,1,0,4,70,80,2097,90,4978.759748,0.19900565,wc
1,1,0,4,70,80,2097,248,3170.162972,0.208883849,wc
1,1,0,4,70,80,2097,525,4102.602138,0.173701925,wc
1,1,0,4,70,80,2097,622,2494.639477,0.242952365,wc
1,1,0,4,70,80,2097,764,2429.759564,0.157566327,wc
1,1,0,4,70,80,2097,892,3010.611706,0.279291788,wc
1,1,0,4,70,80,2097,970,5038.333444,0.242057475,wc
1,1,0,4,70,80,2097,1182,2155.202212,0.121687216,wc
1,1,0,4,70,80,2097,1306,1575.065905,0.253766178,wc
1,1,0,4,70,80,2097,1442,1814.595807,0.116836451,wc
1,1,0,4,70,80,2097,1497,1473.735694,0.167349215,wc
1,1,0,4,70,80,2097,1555,3982.444539,0.21964357,wc
1,1,0,4,70,80,2097,1673,1670.664355,0.277441319,wc
1,1,0,4,70,80,248,90,2875.577966,0.285176499,wc
1,1,0,4,70,80,525,90,924.1892355,0.175294922,wc
1,1,0,4,70,80,525,248,2438.773457,0.224079013,wc
1,1,0,4,70,80,622,90,4088.375978,0.267267697,wc
1,1,0,4,70,80,622,248,1275.446223,0.294467665,wc
1,1,0,4,70,80,622,525,3519.587197,0.190675457,wc
1,1,0,4,70,80,764,90,2900.735471,0.12247944,wc
1,1,0,4,70,80,764,248,877.1804123,0.209401659,wc
1,1,0,4,70,80,764,525,2218.685077,0.116633312,wc
1,1,0,4,70,80,764,622,1354.751365,0.22023298,wc
1,1,0,4,70,80,892,90,1975.876435,0.242278523,wc
1,1,0,4,70,80,892,248,1612.234364,0.374169766,wc
1,1,0,4,70,80,892,525,1158.542432,0.259013047,wc
1,1,0,4,70,80,892,622,2469.224447,0.377646157,wc
1,1,0,4,70,80,892,764,1119.328607,0.21619117,wc
1,1,0,4,70,80,970,90,1413.082996,0.246686422,wc
1,1,0,4,70,80,970,248,3798.683244,0.28086245,wc
1,1,0,4,70,80,970,525,1360.822267,0.219989837,wc
1,1,0,4,70,80,970,622,4842.753386,0.297015255,wc
1,1,0,4,70,80,970,764,3507.93897,0.180912919,wc
1,1,0,4,70,80,970,892,2393.379699,0.306966952,wc
1,1,0,5,80,0,1182,90,2831.063401,0.203794723,wc
1,1,0,5,80,0,1182,248,1659.081597,0.238746482,wc
1,1,0,5,80,0,1182,525,1984.184824,0.1443674,wc
1,1,0,5,80,0,1182,622,2034.441262,0.255320378,wc
1,1,0,5,80,0,1182,764,816.9442743,0.114009597,wc
1,1,0,5,80,0,1182,892,856.610819,0.230311839,wc
1,1,0,5,80,0,1182,970,3097.985413,0.2561508,wc
1,1,0,5,80,0,1306,90,4201.531355,0.368881312,wc
1,1,0,5,80,0,1306,248,1765.570943,0.31702618,wc
1,1,0,5,80,0,1306,525,3474.060387,0.197805783,wc
1,1,0,5,80,0,1306,622,924.2300638,0.370084084,wc
1,1,0,5,80,0,1306,764,1305.648309,0.247219935,wc
1,1,0,5,80,0,1306,892,2323.367956,0.379734326,wc
1,1,0,5,80,0,1306,970,4692.578187,0.371231629,wc
1,1,0,5,80,0,1306,1182,1623.033827,0.205061859,wc
1,1,0,5,80,0,1442,90,3169.226342,0.190542686,wc
1,1,0,5,80,0,1442,248,2011.532989,0.226425927,wc
1,1,0,5,80,0,1442,525,2288.055467,0.16180733,wc
1,1,0,5,80,0,1442,622,2180.711665,0.275043282,wc
1,1,0,5,80,0,1442,764,1138.552965,0.105959083,wc
1,1,0,5,80,0,1442,892,1220.76321,0.22572565,wc
1,1,0,5,80,0,1442,970,3293.366029,0.238036778,wc
1,1,0,5,80,0,1442,1182,417.8646141,0.092932248,wc
1,1,0,5,80,0,1442,1306,1594.986002,0.216676842,wc
1,1,0,5,80,0,1497,90,3506.039738,0.2948774,wc
1,1,0,5,80,0,1497,248,2050.347009,0.336706422,wc
1,1,0,5,80,0,1497,525,2639.485916,0.230860945,wc
1,1,0,5,80,0,1497,622,1994.506981,0.377429546,wc
1,1,0,5,80,0,1497,764,1182.183756,0.157871024,wc
1,1,0,5,80,0,1497,892,1537.156653,0.313937629,wc
1,1,0,5,80,0,1497,970,3665.02159,0.335360879,wc
1,1,0,5,80,0,1497,1182,683.811243,0.185348736,wc
1,1,0,5,80,0,1497,1306,1301.340095,0.293346506,wc
1,1,0,5,80,0,1497,1442,371.7356396,0.157150744,wc
1,1,0,5,80,0,1555,90,2268.222056,0.269797552,wc
1,1,0,5,80,0,1555,248,3599.5554,0.345978889,wc
1,1,0,5,80,0,1555,525,1597.250544,0.216013515,wc
1,1,0,5,80,0,1555,622,4368.460379,0.326628244,wc
1,1,0,5,80,0,1555,764,3028.708842,0.157358042,wc
1,1,0,5,80,0,1555,892,1989.640007,0.282085421,wc
1,1,0,5,80,0,1555,970,1324.84436,0.338467299,wc
1,1,0,5,80,0,1555,1182,2376.406558,0.166500116,wc
1,1,0,5,80,0,1555,1306,3983.629676,0.33185108,wc
1,1,0,5,80,0,1555,1442,2419.189448,0.188670823,wc
1,1,0,5,80,0,1555,1497,2773.205449,0.227074042,wc
1,1,0,5,80,0,1673,90,3371.007577,0.333935533,wc
1,1,0,5,80,0,1673,248,2329.859311,0.338096638,wc
1,1,0,5,80,0,1673,525,2467.744101,0.25829417,wc
1,1,0,5,80,0,1673,622,2420.869469,0.366286587,wc
1,1,0,5,80,0,1673,764,1454.507507,0.216455297,wc
1,1,0,5,80,0,1673,892,1469.967519,0.387451557,wc
1,1,0,5,80,0,1673,970,3371.810736,0.391101359,wc
1,1,0,5,80,0,1673,1182,729.1459779,0.216789853,wc
1,1,0,5,80,0,1673,1306,1747.930722,0.328437795,wc
1,1,0,5,80,0,1673,1442,322.0531022,0.226903369,wc
1,1,0,5,80,0,1673,1497,446.9309,0.297441065,wc
1,1,0,5,80,0,1673,1555,2390.531667,0.295274434,wc
1,1,0,5,80,0,2097,90,4978.759748,0.270083015,wc
1,1,0,5,80,0,2097,248,3170.162972,0.361116254,wc
1,1,0,5,80,0,2097,525,4102.602138,0.267361577,wc
1,1,0,5,80,0,2097,622,2494.639477,0.387973662,wc
1,1,0,5,80,0,2097,764,2429.759564,0.202104326,wc
1,1,0,5,80,0,2097,892,3010.611706,0.32862994,wc
1,1,0,5,80,0,2097,970,5038.333444,0.350092601,wc
1,1,0,5,80,0,2097,1182,2155.202212,0.212230746,wc
1,1,0,5,80,0,2097,1306,1575.065905,0.31508468,wc
1,1,0,5,80,0,2097,1442,1814.595807,0.153952633,wc
1,1,0,5,80,0,2097,1497,1473.735694,0.273398238,wc
