"","PatchID0","PatchID1","FST","Tree_disease","Management","Replicate","method"
"9622","622","1497",0.809938,"80","80",1,"RS"
"9632","622","1555",0.797772,"80","80",1,"RS"
"9642","622","1673",0.979759,"80","80",1,"RS"
"9652","622","2097",0.917243,"80","80",1,"RS"
"9662","764","892",0.617032,"80","80",1,"RS"
"9672","764","1182",0.340435,"80","80",1,"RS"
"9682","764","1306",0.683318,"80","80",1,"RS"
"9692","764","1442",0.371442,"80","80",1,"RS"
"9702","764","1497",0.50647,"80","80",1,"RS"
"9712","764","1555",0.548449,"80","80",1,"RS"
"9722","764","1673",0.699736,"80","80",1,"RS"
"9732","764","2097",0.63073,"80","80",1,"RS"
"9742","892","1182",0.546939,"80","80",1,"RS"
"9752","892","1306",0.987296,"80","80",1,"RS"
"9762","892","1442",0.592665,"80","80",1,"RS"
"9772","892","1497",0.807018,"80","80",1,"RS"
"9782","892","1555",0.792666,"80","80",1,"RS"
"9792","892","1673",0.977443,"80","80",1,"RS"
"9802","892","2097",0.920029,"80","80",1,"RS"
"9812","1182","1306",0.611179,"80","80",1,"RS"
"9822","1182","1442",0.175142,"80","80",1,"RS"
"9832","1182","1497",0.461497,"80","80",1,"RS"
"9842","1182","1555",0.430549,"80","80",1,"RS"
"9852","1182","1673",0.596866,"80","80",1,"RS"
"9862","1182","2097",0.590674,"80","80",1,"RS"
"9872","1306","1442",0.664698,"80","80",1,"RS"
"9882","1306","1497",0.848407,"80","80",1,"RS"
"9892","1306","1555",0.835595,"80","80",1,"RS"
"9902","1306","1673",0.975921,"80","80",1,"RS"
"9912","1306","2097",0.935335,"80","80",1,"RS"
"9922","1442","1497",0.458314,"80","80",1,"RS"
"9932","1442","1555",0.486688,"80","80",1,"RS"
"9942","1442","1673",0.653905,"80","80",1,"RS"
"9952","1442","2097",0.620045,"80","80",1,"RS"
"9962","1497","1555",0.692929,"80","80",1,"RS"
"9972","1497","1673",0.845768,"80","80",1,"RS"
"9982","1497","2097",0.770078,"80","80",1,"RS"
"9992","1555","1673",0.827739,"80","80",1,"RS"
"10002","1555","2097",0.78299,"80","80",1,"RS"
"10012","1673","2097",0.930637,"80","80",1,"RS"
"1","90","248",0.355485269554711,"0","0",1,"R"
"2","90","525",0.229074889867841,"0","0",1,"R"
"3","90","622",0.325042135728641,"0","0",1,"R"
"4","90","764",0.207408604882104,"0","0",1,"R"
"5","90","892",0.387509348937631,"0","0",1,"R"
"6","90","970",0.354147450410413,"0","0",1,"R"
"7","90","1182",0.202218981336189,"0","0",1,"R"
"8","90","1306",0.285471486377627,"0","0",1,"R"
"9","90","1442",0.195581546458739,"0","0",1,"R"
"10","90","1497",0.237702951105354,"0","0",1,"R"
"11","90","1555",0.247784595211295,"0","0",1,"R"
"12","90","1673",0.407035039455585,"0","0",1,"R"
"13","90","2097",0.224178258088537,"0","0",1,"R"
"14","248","525",0.285912578529787,"0","0",1,"R"
"15","248","622",0.421423096010867,"0","0",1,"R"
"16","248","764",0.264536888071708,"0","0",1,"R"
"17","248","892",0.46622569424645,"0","0",1,"R"
"18","248","970",0.433076702317814,"0","0",1,"R"
"19","248","1182",0.256850948950976,"0","0",1,"R"
"20","248","1306",0.362034575224198,"0","0",1,"R"
"21","248","1442",0.253091516347369,"0","0",1,"R"
"22","248","1497",0.313401901840211,"0","0",1,"R"
"23","248","1555",0.329346403885544,"0","0",1,"R"
"24","248","1673",0.455096935873902,"0","0",1,"R"
"25","248","2097",0.303793632366859,"0","0",1,"R"
"26","525","622",0.287648858272621,"0","0",1,"R"
"27","525","764",0.128137811816799,"0","0",1,"R"
"28","525","892",0.319774089601885,"0","0",1,"R"
"29","525","970",0.280070480669844,"0","0",1,"R"
"30","525","1182",0.106463073194833,"0","0",1,"R"
"31","525","1306",0.199229667206839,"0","0",1,"R"
"32","525","1442",0.109671534980531,"0","0",1,"R"
"33","525","1497",0.167198799416306,"0","0",1,"R"
"34","525","1555",0.174965697339884,"0","0",1,"R"
"35","525","1673",0.309957571337703,"0","0",1,"R"
"36","525","2097",0.155109175647984,"0","0",1,"R"
"37","622","764",0.263577416804394,"0","0",1,"R"
"38","622","892",0.441400110445606,"0","0",1,"R"
"39","622","970",0.404442022585919,"0","0",1,"R"
"40","622","1182",0.241931990470002,"0","0",1,"R"
"41","622","1306",0.326332917812521,"0","0",1,"R"
"42","622","1442",0.245168348122037,"0","0",1,"R"
"43","622","1497",0.282225696357913,"0","0",1,"R"
"44","622","1555",0.318942221078368,"0","0",1,"R"
"45","622","1673",0.45993216867661,"0","0",1,"R"
"46","622","2097",0.272310162881395,"0","0",1,"R"
"47","764","892",0.272714273798601,"0","0",1,"R"
"48","764","970",0.257481329819489,"0","0",1,"R"
"49","764","1182",0.0924852535826009,"0","0",1,"R"
"50","764","1306",0.173509821709762,"0","0",1,"R"
"51","764","1442",0.0858258631401438,"0","0",1,"R"
"52","764","1497",0.15299432763972,"0","0",1,"R"
"53","764","1555",0.147927501675607,"0","0",1,"R"
"54","764","1673",0.27217096368682,"0","0",1,"R"
"55","764","2097",0.146531152928361,"0","0",1,"R"
"56","892","970",0.457448014694211,"0","0",1,"R"
"57","892","1182",0.301378851554926,"0","0",1,"R"
"58","892","1306",0.383346596916274,"0","0",1,"R"
"59","892","1442",0.303018326765207,"0","0",1,"R"
"60","892","1497",0.327025114962858,"0","0",1,"R"
"61","892","1555",0.331337396321502,"0","0",1,"R"
"62","892","1673",0.435249523031829,"0","0",1,"R"
"63","892","2097",0.332182458622021,"0","0",1,"R"
"64","970","1182",0.248312199641017,"0","0",1,"R"
"65","970","1306",0.335177606276422,"0","0",1,"R"
"66","970","1442",0.221304317660372,"0","0",1,"R"
"67","970","1497",0.294279336617042,"0","0",1,"R"
"68","970","1555",0.30843988349847,"0","0",1,"R"
"69","970","1673",0.418433724761342,"0","0",1,"R"
"70","970","2097",0.28335781880437,"0","0",1,"R"
"71","1182","1306",0.178011613388352,"0","0",1,"R"
"72","1182","1442",0.0436978053991066,"0","0",1,"R"
"73","1182","1497",0.132963501486428,"0","0",1,"R"
"74","1182","1555",0.153794771392376,"0","0",1,"R"
"75","1182","1673",0.265266767677247,"0","0",1,"R"
"76","1182","2097",0.11354584044587,"0","0",1,"R"
"77","1306","1442",0.186883894530758,"0","0",1,"R"
"78","1306","1497",0.23648043091565,"0","0",1,"R"
"79","1306","1555",0.236326109391125,"0","0",1,"R"
"80","1306","1673",0.384455779372352,"0","0",1,"R"
"81","1306","2097",0.217157195267078,"0","0",1,"R"
"82","1442","1497",0.119641102488878,"0","0",1,"R"
"83","1442","1555",0.150783732308955,"0","0",1,"R"
"84","1442","1673",0.283010846107278,"0","0",1,"R"
"85","1442","2097",0.120111830613395,"0","0",1,"R"
"86","1497","1555",0.187312325429162,"0","0",1,"R"
"87","1497","1673",0.332762888348011,"0","0",1,"R"
"88","1497","2097",0.196942288880163,"0","0",1,"R"
"89","1555","1673",0.318919334088596,"0","0",1,"R"
"90","1555","2097",0.198505751377742,"0","0",1,"R"
"91","1673","2097",0.335412662423608,"0","0",1,"R"
"92","90","248",0.793055938275007,"70","0",1,"R"
"93","90","525",0.619104587276953,"70","0",1,"R"
"94","90","622",0.675533428165007,"70","0",1,"R"
"95","90","764",0.426026839390296,"70","0",1,"R"
"96","90","892",0.808636524196397,"70","0",1,"R"
"97","90","970",0.79790585618977,"70","0",1,"R"
"98","90","1182",0.404086754928822,"70","0",1,"R"
"99","90","1306",0.710313952820984,"70","0",1,"R"
"100","90","1442",0.449068104559841,"70","0",1,"R"
"101","90","1497",0.521485488571937,"70","0",1,"R"
"102","90","1555",0.616874464642619,"70","0",1,"R"
"103","90","1673",0.772894699636126,"70","0",1,"R"
"104","90","2097",0.512910450143906,"70","0",1,"R"
"105","248","525",0.799574100615339,"70","0",1,"R"
"106","248","622",0.856053082964702,"70","0",1,"R"
"107","248","764",0.629173217109227,"70","0",1,"R"
"108","248","892",0.970025566428634,"70","0",1,"R"
"109","248","970",0.966574131777236,"70","0",1,"R"
"110","248","1182",0.604588163294694,"70","0",1,"R"
"111","248","1306",0.875234962406015,"70","0",1,"R"
"112","248","1442",0.596236695984992,"70","0",1,"R"
"113","248","1497",0.679285111173656,"70","0",1,"R"
"114","248","1555",0.787842819369656,"70","0",1,"R"
"115","248","1673",0.959473684210526,"70","0",1,"R"
"116","248","2097",0.681261343012704,"70","0",1,"R"
"117","525","622",0.700700722827649,"70","0",1,"R"
"118","525","764",0.45362347106517,"70","0",1,"R"
"119","525","892",0.810588549075391,"70","0",1,"R"
"120","525","970",0.804047880116959,"70","0",1,"R"
"121","525","1182",0.435284663467465,"70","0",1,"R"
"122","525","1306",0.72165498340687,"70","0",1,"R"
"123","525","1442",0.44499019925889,"70","0",1,"R"
"124","525","1497",0.50220990515326,"70","0",1,"R"
"125","525","1555",0.646865365760813,"70","0",1,"R"
"126","525","1673",0.777616523018294,"70","0",1,"R"
"127","525","2097",0.506292374903118,"70","0",1,"R"
"128","622","764",0.501719026737259,"70","0",1,"R"
"129","622","892",0.867454529478956,"70","0",1,"R"
"130","622","970",0.858424772177794,"70","0",1,"R"
"131","622","1182",0.432185351362112,"70","0",1,"R"
"132","622","1306",0.746918227515038,"70","0",1,"R"
"133","622","1442",0.474311006537965,"70","0",1,"R"
"134","622","1497",0.565691832459494,"70","0",1,"R"
"135","622","1555",0.70232977564223,"70","0",1,"R"
"136","622","1673",0.851786201254431,"70","0",1,"R"
"137","622","2097",0.575647554488858,"70","0",1,"R"
"138","764","892",0.623449248120301,"70","0",1,"R"
"139","764","970",0.636354591582927,"70","0",1,"R"
"140","764","1182",0.242210563923206,"70","0",1,"R"
"141","764","1306",0.5559161896293,"70","0",1,"R"
"142","764","1442",0.268700481814105,"70","0",1,"R"
"143","764","1497",0.340067716410751,"70","0",1,"R"
"144","764","1555",0.455006690454951,"70","0",1,"R"
"145","764","1673",0.634408221276671,"70","0",1,"R"
"146","764","2097",0.352150361758913,"70","0",1,"R"
"147","892","970",0.974812030075188,"70","0",1,"R"
"148","892","1182",0.591604546154849,"70","0",1,"R"
"149","892","1306",0.883317669172932,"70","0",1,"R"
"150","892","1442",0.614443885600898,"70","0",1,"R"
"151","892","1497",0.705491164734942,"70","0",1,"R"
"152","892","1555",0.78651265259924,"70","0",1,"R"
"153","892","1673",0.967017543859649,"70","0",1,"R"
"154","892","2097",0.697260189251036,"70","0",1,"R"
"155","970","1182",0.593262932008132,"70","0",1,"R"
"156","970","1306",0.869666770476487,"70","0",1,"R"
"157","970","1442",0.611172668513389,"70","0",1,"R"
"158","970","1497",0.692077659182922,"70","0",1,"R"
"159","970","1555",0.797611116398592,"70","0",1,"R"
"160","970","1673",0.959987688519544,"70","0",1,"R"
"161","970","2097",0.696685180287402,"70","0",1,"R"
"162","1182","1306",0.497368183738271,"70","0",1,"R"
"163","1182","1442",0.189024480147048,"70","0",1,"R"
"164","1182","1497",0.319646743197964,"70","0",1,"R"
"165","1182","1555",0.430030619908718,"70","0",1,"R"
"166","1182","1673",0.605179594483478,"70","0",1,"R"
"167","1182","2097",0.301203975103056,"70","0",1,"R"
"168","1306","1442",0.50362741179202,"70","0",1,"R"
"169","1306","1497",0.593603966124257,"70","0",1,"R"
"170","1306","1555",0.711862437550831,"70","0",1,"R"
"171","1306","1673",0.869099078125337,"70","0",1,"R"
"172","1306","2097",0.5875623994076,"70","0",1,"R"
"173","1442","1497",0.321452970129661,"70","0",1,"R"
"174","1442","1555",0.439900661103133,"70","0",1,"R"
"175","1442","1673",0.579822939974706,"70","0",1,"R"
"176","1442","2097",0.287922854685824,"70","0",1,"R"
"177","1497","1555",0.52850025659541,"70","0",1,"R"
"178","1497","1673",0.679901779095626,"70","0",1,"R"
"179","1497","2097",0.400851518479885,"70","0",1,"R"
"180","1555","1673",0.787255312666616,"70","0",1,"R"
"181","1555","2097",0.510220725030872,"70","0",1,"R"
"182","1673","2097",0.681291539428777,"70","0",1,"R"
"183","90","248",0.738122191965097,"70","40",1,"R"
"184","90","525",0.57548999867402,"70","40",1,"R"
"185","90","622",0.74767736952444,"70","40",1,"R"
"186","90","764",0.472528742272806,"70","40",1,"R"
"187","90","892",0.78359649122807,"70","40",1,"R"
"188","90","970",0.726769236273061,"70","40",1,"R"
"189","90","1182",0.439139969076414,"70","40",1,"R"
"190","90","1306",0.748208697935535,"70","40",1,"R"
"191","90","1442",0.490314248816186,"70","40",1,"R"
"192","90","1497",0.525614702789324,"70","40",1,"R"
"193","90","1555",0.654615758351936,"70","40",1,"R"
"194","90","1673",0.761067233025818,"70","40",1,"R"
"195","90","2097",0.650037682365778,"70","40",1,"R"
"196","248","525",0.673984857303739,"70","40",1,"R"
"197","248","622",0.819979191143062,"70","40",1,"R"
"198","248","764",0.482846416384453,"70","40",1,"R"
"199","248","892",0.877802753755255,"70","40",1,"R"
"200","248","970",0.802991653764125,"70","40",1,"R"
"201","248","1182",0.46031274438491,"70","40",1,"R"
"202","248","1306",0.864297168907896,"70","40",1,"R"
"203","248","1442",0.522873351506353,"70","40",1,"R"
"204","248","1497",0.62640316906188,"70","40",1,"R"
"205","248","1555",0.682074994116696,"70","40",1,"R"
"206","248","1673",0.840450802963612,"70","40",1,"R"
"207","248","2097",0.710901857694731,"70","40",1,"R"
"208","525","622",0.689592536945261,"70","40",1,"R"
"209","525","764",0.414323602673691,"70","40",1,"R"
"210","525","892",0.709928498178192,"70","40",1,"R"
"211","525","970",0.674104835403782,"70","40",1,"R"
"212","525","1182",0.368934531450578,"70","40",1,"R"
"213","525","1306",0.694571732810088,"70","40",1,"R"
"214","525","1442",0.425694763131375,"70","40",1,"R"
"215","525","1497",0.518654016513724,"70","40",1,"R"
"216","525","1555",0.603869348407947,"70","40",1,"R"
"217","525","1673",0.709952061277239,"70","40",1,"R"
"218","525","2097",0.59407793052957,"70","40",1,"R"
"219","622","764",0.525649566955363,"70","40",1,"R"
"220","622","892",0.85405872193437,"70","40",1,"R"
"221","622","970",0.804872190617675,"70","40",1,"R"
"222","622","1182",0.523852336683869,"70","40",1,"R"
"223","622","1306",0.848464912280702,"70","40",1,"R"
"224","622","1442",0.540161631376184,"70","40",1,"R"
"225","622","1497",0.65905066507117,"70","40",1,"R"
"226","622","1555",0.737280701754386,"70","40",1,"R"
"227","622","1673",0.831305512735814,"70","40",1,"R"
"228","622","2097",0.734097446369365,"70","40",1,"R"
"229","764","892",0.563903120633442,"70","40",1,"R"
"230","764","970",0.516172348967407,"70","40",1,"R"
"231","764","1182",0.218114490378195,"70","40",1,"R"
"232","764","1306",0.548543233082707,"70","40",1,"R"
"233","764","1442",0.267712213749372,"70","40",1,"R"
"234","764","1497",0.365188087344859,"70","40",1,"R"
"235","764","1555",0.444640104650259,"70","40",1,"R"
"236","764","1673",0.532010322531496,"70","40",1,"R"
"237","764","2097",0.421142729785993,"70","40",1,"R"
"238","892","970",0.828557293450546,"70","40",1,"R"
"239","892","1182",0.491266103769475,"70","40",1,"R"
"240","892","1306",0.869179926560588,"70","40",1,"R"
"241","892","1442",0.577652594861488,"70","40",1,"R"
"242","892","1497",0.678572746733594,"70","40",1,"R"
"243","892","1555",0.713334067386038,"70","40",1,"R"
"244","892","1673",0.864487731784979,"70","40",1,"R"
"245","892","2097",0.756409723281076,"70","40",1,"R"
"246","970","1182",0.462603620637782,"70","40",1,"R"
"247","970","1306",0.819816445027159,"70","40",1,"R"
"248","970","1442",0.525627044711014,"70","40",1,"R"
"249","970","1497",0.632877379331488,"70","40",1,"R"
"250","970","1555",0.692059793371784,"70","40",1,"R"
"251","970","1673",0.807503121571002,"70","40",1,"R"
"252","970","2097",0.705294237286586,"70","40",1,"R"
"253","1182","1306",0.531972345724994,"70","40",1,"R"
"254","1182","1442",0.174493946818015,"70","40",1,"R"
"255","1182","1497",0.359221133019226,"70","40",1,"R"
"256","1182","1555",0.38779678821893,"70","40",1,"R"
"257","1182","1673",0.522228577008384,"70","40",1,"R"
"258","1182","2097",0.421292749579794,"70","40",1,"R"
"259","1306","1442",0.599875322824829,"70","40",1,"R"
"260","1306","1497",0.65125080102047,"70","40",1,"R"
"261","1306","1555",0.734933490236887,"70","40",1,"R"
"262","1306","1673",0.859559613319012,"70","40",1,"R"
"263","1306","2097",0.723429751858927,"70","40",1,"R"
"264","1442","1497",0.40292132911933,"70","40",1,"R"
"265","1442","1555",0.472080427431106,"70","40",1,"R"
"266","1442","1673",0.573331356299363,"70","40",1,"R"
"267","1442","2097",0.47762926827069,"70","40",1,"R"
"268","1497","1555",0.55932356664858,"70","40",1,"R"
"269","1497","1673",0.673991228070175,"70","40",1,"R"
"270","1497","2097",0.558489657515599,"70","40",1,"R"
"271","1555","1673",0.731106855756105,"70","40",1,"R"
"272","1555","2097",0.62201789206078,"70","40",1,"R"
"273","1673","2097",0.739092872570194,"70","40",1,"R"
"274","90","248",0.826696902364211,"70","80",1,"R"
"275","90","525",0.637314439946019,"70","80",1,"R"
"276","90","622",0.762483130904184,"70","80",1,"R"
"277","90","764",0.509916761813561,"70","80",1,"R"
"278","90","892",0.754918196314297,"70","80",1,"R"
"279","90","970",0.806094182825485,"70","80",1,"R"
"280","90","1182",0.490697777188563,"70","80",1,"R"
"281","90","1306",0.80789963736156,"70","80",1,"R"
"282","90","1442",0.490372217066027,"70","80",1,"R"
"283","90","1497",0.635906070646172,"70","80",1,"R"
"284","90","1555",0.623460731551583,"70","80",1,"R"
"285","90","1673",0.802210151713804,"70","80",1,"R"
"286","90","2097",0.625324549553415,"70","80",1,"R"
"287","248","525",0.756695972129156,"70","80",1,"R"
"288","248","622",0.889446969820875,"70","80",1,"R"
"289","248","764",0.624462160804542,"70","80",1,"R"
"290","248","892",0.926885848667067,"70","80",1,"R"
"291","248","970",0.933745754349317,"70","80",1,"R"
"292","248","1182",0.571272742173863,"70","80",1,"R"
"293","248","1306",0.93374706958781,"70","80",1,"R"
"294","248","1442",0.589766029460635,"70","80",1,"R"
"295","248","1497",0.739378733410142,"70","80",1,"R"
"296","248","1555",0.74027837522732,"70","80",1,"R"
"297","248","1673",0.919111727959642,"70","80",1,"R"
"298","248","2097",0.754952368366159,"70","80",1,"R"
"299","525","622",0.720908501888672,"70","80",1,"R"
"300","525","764",0.442865895245471,"70","80",1,"R"
"301","525","892",0.70985348275127,"70","80",1,"R"
"302","525","970",0.762935256924036,"70","80",1,"R"
"303","525","1182",0.411838295336422,"70","80",1,"R"
"304","525","1306",0.733132832080201,"70","80",1,"R"
"305","525","1442",0.41150960679955,"70","80",1,"R"
"306","525","1497",0.571250941632405,"70","80",1,"R"
"307","525","1555",0.542848489294089,"70","80",1,"R"
"308","525","1673",0.736467503277767,"70","80",1,"R"
"309","525","2097",0.602378257190272,"70","80",1,"R"
"310","622","764",0.582983449359374,"70","80",1,"R"
"311","622","892",0.86576310328268,"70","80",1,"R"
"312","622","970",0.889774041172379,"70","80",1,"R"
"313","622","1182",0.539103536561476,"70","80",1,"R"
"314","622","1306",0.881954887218045,"70","80",1,"R"
"315","622","1442",0.54694546005037,"70","80",1,"R"
"316","622","1497",0.670661803022408,"70","80",1,"R"
"317","622","1555",0.689238616458373,"70","80",1,"R"
"318","622","1673",0.856939646413331,"70","80",1,"R"
"319","622","2097",0.686808313925297,"70","80",1,"R"
"320","764","892",0.551322465173812,"70","80",1,"R"
"321","764","970",0.622862013969092,"70","80",1,"R"
"322","764","1182",0.241185139036985,"70","80",1,"R"
"323","764","1306",0.616432481815618,"70","80",1,"R"
"324","764","1442",0.261709058540558,"70","80",1,"R"
"325","764","1497",0.44125309836985,"70","80",1,"R"
"326","764","1555",0.414350168726812,"70","80",1,"R"
"327","764","1673",0.609931590604165,"70","80",1,"R"
"328","764","2097",0.466337984454582,"70","80",1,"R"
"329","892","970",0.916341951674235,"70","80",1,"R"
"330","892","1182",0.491258300296561,"70","80",1,"R"
"331","892","1306",0.918747808222578,"70","80",1,"R"
"332","892","1442",0.50406111868475,"70","80",1,"R"
"333","892","1497",0.657297117452202,"70","80",1,"R"
"334","892","1555",0.690319175400646,"70","80",1,"R"
"335","892","1673",0.901219010634019,"70","80",1,"R"
"336","892","2097",0.708115914867139,"70","80",1,"R"
"337","970","1182",0.58294893425116,"70","80",1,"R"
"338","970","1306",0.927414703831239,"70","80",1,"R"
"339","970","1442",0.590060302924542,"70","80",1,"R"
"340","970","1497",0.751052211357911,"70","80",1,"R"
"341","970","1555",0.725563909774436,"70","80",1,"R"
"342","970","1673",0.905032041180796,"70","80",1,"R"
"343","970","2097",0.763857283929415,"70","80",1,"R"
"344","1182","1306",0.572441761677001,"70","80",1,"R"
"345","1182","1442",0.153402987989454,"70","80",1,"R"
"346","1182","1497",0.402091527483774,"70","80",1,"R"
"347","1182","1555",0.389341060625329,"70","80",1,"R"
"348","1182","1673",0.54861186038761,"70","80",1,"R"
"349","1182","2097",0.420946569571036,"70","80",1,"R"
"350","1306","1442",0.592084563795435,"70","80",1,"R"
"351","1306","1497",0.751041749608514,"70","80",1,"R"
"352","1306","1555",0.718010622887494,"70","80",1,"R"
"353","1306","1673",0.920701754385965,"70","80",1,"R"
"354","1306","2097",0.768128161888702,"70","80",1,"R"
"355","1442","1497",0.416536990755399,"70","80",1,"R"
"356","1442","1555",0.405367187112987,"70","80",1,"R"
"357","1442","1673",0.585829143232583,"70","80",1,"R"
"358","1442","2097",0.414863825346915,"70","80",1,"R"
"359","1497","1555",0.528101275414758,"70","80",1,"R"
"360","1497","1673",0.714772038812544,"70","80",1,"R"
"361","1497","2097",0.567559316624382,"70","80",1,"R"
"362","1555","1673",0.730526315789474,"70","80",1,"R"
"363","1555","2097",0.56889224560652,"70","80",1,"R"
"364","1673","2097",0.756770310932798,"70","80",1,"R"
"365","90","248",0.936388298503459,"80","0",1,"R"
"366","90","525",0.78182149445444,"80","0",1,"R"
"367","90","764",0.65603266478216,"80","0",1,"R"
"368","90","892",0.936192568535677,"80","0",1,"R"
"369","90","970",0.945687501359628,"80","0",1,"R"
"370","90","1182",0.61803281755758,"80","0",1,"R"
"371","90","1306",0.899294075596461,"80","0",1,"R"
"372","90","1442",0.632545564069877,"80","0",1,"R"
"373","90","1497",0.755599104143337,"80","0",1,"R"
"374","90","1555",0.797700375252574,"80","0",1,"R"
"375","90","1673",0.911336032388664,"80","0",1,"R"
"376","90","2097",0.942028846637553,"80","0",1,"R"
"377","248","525",0.777319209485377,"80","0",1,"R"
"378","248","764",0.601781448573369,"80","0",1,"R"
"379","248","892",0.970284514103027,"80","0",1,"R"
"380","248","970",0.979816270823686,"80","0",1,"R"
"381","248","1182",0.593068888393103,"80","0",1,"R"
"382","248","1306",0.91380736662023,"80","0",1,"R"
"383","248","1442",0.615458889010196,"80","0",1,"R"
"384","248","1497",0.75709317353725,"80","0",1,"R"
"385","248","1555",0.784983256603791,"80","0",1,"R"
"386","248","1673",0.938089250446586,"80","0",1,"R"
"387","248","2097",0.975575122207062,"80","0",1,"R"
"388","525","764",0.525956529549129,"80","0",1,"R"
"389","525","892",0.812160246067411,"80","0",1,"R"
"390","525","970",0.805355211510607,"80","0",1,"R"
"391","525","1182",0.498409846701056,"80","0",1,"R"
"392","525","1306",0.766565923344315,"80","0",1,"R"
"393","525","1442",0.458302809686003,"80","0",1,"R"
"394","525","1497",0.619979147477827,"80","0",1,"R"
"395","525","1555",0.680713904808192,"80","0",1,"R"
"396","525","1673",0.791111671106631,"80","0",1,"R"
"397","525","2097",0.819271797584413,"80","0",1,"R"
"398","764","892",0.686418226774991,"80","0",1,"R"
"399","764","970",0.62438767989506,"80","0",1,"R"
"400","764","1182",0.34206984486789,"80","0",1,"R"
"401","764","1306",0.625477784341516,"80","0",1,"R"
"402","764","1442",0.374422195050893,"80","0",1,"R"
"403","764","1497",0.494383958499418,"80","0",1,"R"
"404","764","1555",0.528766242819368,"80","0",1,"R"
"405","764","1673",0.644488579940417,"80","0",1,"R"
"406","764","2097",0.67256051481598,"80","0",1,"R"
"407","892","970",0.972848005364136,"80","0",1,"R"
"408","892","1182",0.65567533291059,"80","0",1,"R"
"409","892","1306",0.921285514671635,"80","0",1,"R"
"410","892","1442",0.654871019559671,"80","0",1,"R"
"411","892","1497",0.795,"80","0",1,"R"
"412","892","1555",0.82354366579432,"80","0",1,"R"
"413","892","1673",0.944172932330827,"80","0",1,"R"
"414","892","2097",0.971666666666667,"80","0",1,"R"
"415","970","1182",0.642277706741854,"80","0",1,"R"
"416","970","1306",0.929194188128393,"80","0",1,"R"
"417","970","1442",0.669893757523322,"80","0",1,"R"
"418","970","1497",0.799900495452424,"80","0",1,"R"
"419","970","1555",0.800857531250768,"80","0",1,"R"
"420","970","1673",0.954984801752742,"80","0",1,"R"
"421","970","2097",0.98032601045605,"80","0",1,"R"
"422","1182","1306",0.60395579365725,"80","0",1,"R"
"423","1182","1442",0.249031072103112,"80","0",1,"R"
"424","1182","1497",0.467692044300386,"80","0",1,"R"
"425","1182","1555",0.524417273767782,"80","0",1,"R"
"426","1182","1673",0.641308967275818,"80","0",1,"R"
"427","1182","2097",0.655119919177381,"80","0",1,"R"
"428","1306","1442",0.61635539962396,"80","0",1,"R"
"429","1306","1497",0.754276109811159,"80","0",1,"R"
"430","1306","1555",0.78983325880612,"80","0",1,"R"
"431","1306","1673",0.907562250635345,"80","0",1,"R"
"432","1306","2097",0.926503759398496,"80","0",1,"R"
"433","1442","1497",0.495839903189745,"80","0",1,"R"
"434","1442","1555",0.517286861795253,"80","0",1,"R"
"435","1442","1673",0.648667772400785,"80","0",1,"R"
"436","1442","2097",0.676505046863735,"80","0",1,"R"
"437","1497","1555",0.652196767269701,"80","0",1,"R"
"438","1497","1673",0.751638866321694,"80","0",1,"R"
"439","1497","2097",0.784352773826458,"80","0",1,"R"
"440","1555","1673",0.806588482074752,"80","0",1,"R"
"441","1555","2097",0.835115864527629,"80","0",1,"R"
"442","1673","2097",0.949370709382151,"80","0",1,"R"
"443","90","248",0.907243902547976,"80","40",1,"R"
"444","90","525",0.778211853737921,"80","40",1,"R"
"445","90","764",0.563912488068498,"80","40",1,"R"
"446","90","892",0.893313182893502,"80","40",1,"R"
"447","90","1182",0.600019888264116,"80","40",1,"R"
"448","90","1306",0.916651849217639,"80","40",1,"R"
"449","90","1442",0.594026259838114,"80","40",1,"R"
"450","90","1497",0.702163997250745,"80","40",1,"R"
"451","90","1555",0.746125151566163,"80","40",1,"R"
"452","90","1673",0.865068919269572,"80","40",1,"R"
"453","90","2097",0.857004909392824,"80","40",1,"R"
"454","248","525",0.820657598934743,"80","40",1,"R"
"455","248","764",0.602232748291259,"80","40",1,"R"
"456","248","892",0.981088627628792,"80","40",1,"R"
"457","248","1182",0.581214542598232,"80","40",1,"R"
"458","248","1306",0.984762971659696,"80","40",1,"R"
"459","248","1442",0.619739730815799,"80","40",1,"R"
"460","248","1497",0.74086051427401,"80","40",1,"R"
"461","248","1555",0.771340335001347,"80","40",1,"R"
"462","248","1673",0.949727633644169,"80","40",1,"R"
"463","248","2097",0.907474764030488,"80","40",1,"R"
"464","525","764",0.502761526243272,"80","40",1,"R"
"465","525","892",0.83049680925766,"80","40",1,"R"
"466","525","1182",0.52555762188869,"80","40",1,"R"
"467","525","1306",0.838803651194407,"80","40",1,"R"
"468","525","1442",0.533755855607605,"80","40",1,"R"
"469","525","1497",0.616534749105207,"80","40",1,"R"
"470","525","1555",0.689286265125561,"80","40",1,"R"
"471","525","1673",0.729446451058311,"80","40",1,"R"
"472","525","2097",0.785626672613738,"80","40",1,"R"
"473","764","892",0.57608631831934,"80","40",1,"R"
"474","764","1182",0.309426593289544,"80","40",1,"R"
"475","764","1306",0.643398673706133,"80","40",1,"R"
"476","764","1442",0.327374347877025,"80","40",1,"R"
"477","764","1497",0.384214011521093,"80","40",1,"R"
"478","764","1555",0.478623615035454,"80","40",1,"R"
