"","PatchID0","PatchID1","FST","Tree_disease","Management","Replicate","method"
"11083","1442","1673",0.585829,"70","80",1,"RS"
"11093","1442","2097",0.414864,"70","80",1,"RS"
"11103","1497","1555",0.528101,"70","80",1,"RS"
"11113","1497","1673",0.714772,"70","80",1,"RS"
"11123","1497","2097",0.567559,"70","80",1,"RS"
"11133","1555","1673",0.730526,"70","80",1,"RS"
"11143","1555","2097",0.568892,"70","80",1,"RS"
"11153","1673","2097",0.75677,"70","80",1,"RS"
"924","90","248",0.936388,"80","0",1,"RS"
"925","90","525",0.781821,"80","0",1,"RS"
"926","90","764",0.656033,"80","0",1,"RS"
"927","90","892",0.936193,"80","0",1,"RS"
"928","90","970",0.945688,"80","0",1,"RS"
"929","90","1182",0.618033,"80","0",1,"RS"
"930","90","1306",0.899294,"80","0",1,"RS"
"931","90","1442",0.632546,"80","0",1,"RS"
"932","90","1497",0.755599,"80","0",1,"RS"
"933","90","1555",0.7977,"80","0",1,"RS"
"934","90","1673",0.911336,"80","0",1,"RS"
"935","90","2097",0.942029,"80","0",1,"RS"
"936","248","525",0.777319,"80","0",1,"RS"
"937","248","764",0.601781,"80","0",1,"RS"
"938","248","892",0.970285,"80","0",1,"RS"
"939","248","970",0.979816,"80","0",1,"RS"
"940","248","1182",0.593069,"80","0",1,"RS"
"941","248","1306",0.913807,"80","0",1,"RS"
"942","248","1442",0.615459,"80","0",1,"RS"
"943","248","1497",0.757093,"80","0",1,"RS"
"944","248","1555",0.784983,"80","0",1,"RS"
"945","248","1673",0.938089,"80","0",1,"RS"
"946","248","2097",0.975575,"80","0",1,"RS"
"947","525","764",0.525957,"80","0",1,"RS"
"948","525","892",0.81216,"80","0",1,"RS"
"949","525","970",0.805355,"80","0",1,"RS"
"950","525","1182",0.49841,"80","0",1,"RS"
"951","525","1306",0.766566,"80","0",1,"RS"
"952","525","1442",0.458303,"80","0",1,"RS"
"953","525","1497",0.619979,"80","0",1,"RS"
"954","525","1555",0.680714,"80","0",1,"RS"
"955","525","1673",0.791112,"80","0",1,"RS"
"956","525","2097",0.819272,"80","0",1,"RS"
"957","764","892",0.686418,"80","0",1,"RS"
"958","764","970",0.624388,"80","0",1,"RS"
"959","764","1182",0.34207,"80","0",1,"RS"
"960","764","1306",0.625478,"80","0",1,"RS"
"961","764","1442",0.374422,"80","0",1,"RS"
"962","764","1497",0.494384,"80","0",1,"RS"
"963","764","1555",0.528766,"80","0",1,"RS"
"964","764","1673",0.644489,"80","0",1,"RS"
"965","764","2097",0.672561,"80","0",1,"RS"
"966","892","970",0.972848,"80","0",1,"RS"
"967","892","1182",0.655675,"80","0",1,"RS"
"968","892","1306",0.921286,"80","0",1,"RS"
"969","892","1442",0.654871,"80","0",1,"RS"
"970","892","1497",0.795,"80","0",1,"RS"
"971","892","1555",0.823544,"80","0",1,"RS"
"972","892","1673",0.944173,"80","0",1,"RS"
"973","892","2097",0.971667,"80","0",1,"RS"
"974","970","1182",0.642278,"80","0",1,"RS"
"975","970","1306",0.929194,"80","0",1,"RS"
"976","970","1442",0.669894,"80","0",1,"RS"
"977","970","1497",0.7999,"80","0",1,"RS"
"978","970","1555",0.800858,"80","0",1,"RS"
"979","970","1673",0.954985,"80","0",1,"RS"
"980","970","2097",0.980326,"80","0",1,"RS"
"981","1182","1306",0.603956,"80","0",1,"RS"
"982","1182","1442",0.249031,"80","0",1,"RS"
"983","1182","1497",0.467692,"80","0",1,"RS"
"984","1182","1555",0.524417,"80","0",1,"RS"
"985","1182","1673",0.641309,"80","0",1,"RS"
"986","1182","2097",0.65512,"80","0",1,"RS"
"987","1306","1442",0.616355,"80","0",1,"RS"
"988","1306","1497",0.754276,"80","0",1,"RS"
"989","1306","1555",0.789833,"80","0",1,"RS"
"990","1306","1673",0.907562,"80","0",1,"RS"
"991","1306","2097",0.926504,"80","0",1,"RS"
"992","1442","1497",0.49584,"80","0",1,"RS"
"993","1442","1555",0.517287,"80","0",1,"RS"
"994","1442","1673",0.648668,"80","0",1,"RS"
"995","1442","2097",0.676505,"80","0",1,"RS"
"996","1497","1555",0.652197,"80","0",1,"RS"
"997","1497","1673",0.751639,"80","0",1,"RS"
"998","1497","2097",0.784353,"80","0",1,"RS"
"999","1555","1673",0.806588,"80","0",1,"RS"
"1000","1555","2097",0.835116,"80","0",1,"RS"
"1001","1673","2097",0.949371,"80","0",1,"RS"
"9491","90","248",0.907244,"80","40",1,"RS"
"9501","90","525",0.778212,"80","40",1,"RS"
"9511","90","764",0.563912,"80","40",1,"RS"
"9521","90","892",0.893313,"80","40",1,"RS"
"9531","90","1182",0.60002,"80","40",1,"RS"
"9541","90","1306",0.916652,"80","40",1,"RS"
"9551","90","1442",0.594026,"80","40",1,"RS"
"9561","90","1497",0.702164,"80","40",1,"RS"
"9571","90","1555",0.746125,"80","40",1,"RS"
"9581","90","1673",0.865069,"80","40",1,"RS"
"9591","90","2097",0.857005,"80","40",1,"RS"
"9601","248","525",0.820658,"80","40",1,"RS"
"9611","248","764",0.602233,"80","40",1,"RS"
"9621","248","892",0.981089,"80","40",1,"RS"
"9631","248","1182",0.581215,"80","40",1,"RS"
"9641","248","1306",0.984763,"80","40",1,"RS"
"9651","248","1442",0.61974,"80","40",1,"RS"
"9661","248","1497",0.740861,"80","40",1,"RS"
"9671","248","1555",0.77134,"80","40",1,"RS"
"9681","248","1673",0.949728,"80","40",1,"RS"
"9691","248","2097",0.907475,"80","40",1,"RS"
"9701","525","764",0.502762,"80","40",1,"RS"
"9711","525","892",0.830497,"80","40",1,"RS"
"9721","525","1182",0.525558,"80","40",1,"RS"
"9731","525","1306",0.838804,"80","40",1,"RS"
"9741","525","1442",0.533756,"80","40",1,"RS"
"9751","525","1497",0.616535,"80","40",1,"RS"
"9761","525","1555",0.689286,"80","40",1,"RS"
"9771","525","1673",0.729446,"80","40",1,"RS"
"9781","525","2097",0.785627,"80","40",1,"RS"
"9791","764","892",0.576086,"80","40",1,"RS"
"9801","764","1182",0.309427,"80","40",1,"RS"
"9811","764","1306",0.643399,"80","40",1,"RS"
"9821","764","1442",0.327374,"80","40",1,"RS"
"9831","764","1497",0.384214,"80","40",1,"RS"
"9841","764","1555",0.478624,"80","40",1,"RS"
"9851","764","1673",0.544671,"80","40",1,"RS"
"9861","764","2097",0.575233,"80","40",1,"RS"
"9871","892","1182",0.607698,"80","40",1,"RS"
"9881","892","1306",0.970879,"80","40",1,"RS"
"9891","892","1442",0.616796,"80","40",1,"RS"
"9901","892","1497",0.725996,"80","40",1,"RS"
"9911","892","1555",0.788486,"80","40",1,"RS"
"9921","892","1673",0.938928,"80","40",1,"RS"
"9931","892","2097",0.906943,"80","40",1,"RS"
"9941","1182","1306",0.650028,"80","40",1,"RS"
"9951","1182","1442",0.265811,"80","40",1,"RS"
"9961","1182","1497",0.455892,"80","40",1,"RS"
"9971","1182","1555",0.479729,"80","40",1,"RS"
"9981","1182","1673",0.550916,"80","40",1,"RS"
"9991","1182","2097",0.60719,"80","40",1,"RS"
"10001","1306","1442",0.645317,"80","40",1,"RS"
"10011","1306","1497",0.759643,"80","40",1,"RS"
"10021","1306","1555",0.802863,"80","40",1,"RS"
"1003","1306","1673",0.952146,"80","40",1,"RS"
"1004","1306","2097",0.906514,"80","40",1,"RS"
"1005","1442","1497",0.450125,"80","40",1,"RS"
"1006","1442","1555",0.496836,"80","40",1,"RS"
"1007","1442","1673",0.549515,"80","40",1,"RS"
"1008","1442","2097",0.585237,"80","40",1,"RS"
"1009","1497","1555",0.606038,"80","40",1,"RS"
"1010","1497","1673",0.665637,"80","40",1,"RS"
"1011","1497","2097",0.710345,"80","40",1,"RS"
"1012","1555","1673",0.759041,"80","40",1,"RS"
"1013","1555","2097",0.77371,"80","40",1,"RS"
"1014","1673","2097",0.865567,"80","40",1,"RS"
"9361","90","525",0.778258,"80","80",1,"RS"
"9371","90","622",0.95106,"80","80",1,"RS"
"9381","90","764",0.629644,"80","80",1,"RS"
"9391","90","892",0.949071,"80","80",1,"RS"
"9401","90","1182",0.588528,"80","80",1,"RS"
"9411","90","1306",0.94517,"80","80",1,"RS"
"9421","90","1442",0.648908,"80","80",1,"RS"
"9431","90","1497",0.819012,"80","80",1,"RS"
"9441","90","1555",0.783021,"80","80",1,"RS"
"9451","90","1673",0.94889,"80","80",1,"RS"
"9461","90","2097",0.908256,"80","80",1,"RS"
"9471","525","622",0.799453,"80","80",1,"RS"
"9482","525","764",0.52854,"80","80",1,"RS"
"9492","525","892",0.781026,"80","80",1,"RS"
"9502","525","1182",0.503155,"80","80",1,"RS"
"9512","525","1306",0.818319,"80","80",1,"RS"
"9522","525","1442",0.530427,"80","80",1,"RS"
"9532","525","1497",0.712465,"80","80",1,"RS"
"9542","525","1555",0.694852,"80","80",1,"RS"
"9552","525","1673",0.832635,"80","80",1,"RS"
"9562","525","2097",0.79667,"80","80",1,"RS"
"9572","622","764",0.651318,"80","80",1,"RS"
"9582","622","892",1,"80","80",1,"RS"
"9592","622","1182",0.568916,"80","80",1,"RS"
"9602","622","1306",0.987822,"80","80",1,"RS"
"9612","622","1442",0.59947,"80","80",1,"RS"
