Rep	Year	PatchID0	PatchID1	Distance	MeanNAlleles	FIS	FIT	FST	MeanD	HarmMeanD
0	40	-1	-1	-1	21.0667	-0.0348017	0.368252	0.389499	0.85763	0.856318
0	40	90	248	2875.64	6.06667	-0.0510568	0.440535	0.467712	0.884568	0.513914
0	40	90	525	925.014	7.33333	-0.051098	0.27631	0.311491	0.727742	0.578837
0	40	90	622	4083.97	6.86667	-0.0366726	0.379792	0.401732	0.955414	0.945854
0	40	90	764	2898.04	10.1333	-0.0263893	0.210419	0.23072	0.719515	0.601929
0	40	90	892	1975.16	5.66667	-0.119549	0.428348	0.489391	0.877392	0.721694
0	40	90	970	1417.36	5.33333	-0.0524995	0.463225	0.49	0.814502	0.539187
0	40	90	1182	2832.12	10.8	-0.0595363	0.189468	0.235013	0.73993	0.675663
0	40	90	1306	4201.21	6.06667	-0.0864221	0.443992	0.488221	0.858378	0.738097
0	40	90	1442	3168.3	11.2667	-0.0440451	0.207486	0.24092	0.807037	0.764597
0	40	90	1497	3506.38	8.86667	-0.052456	0.265941	0.302528	0.832364	0.691212
0	40	90	1555	2270.93	7.33333	-0.0827258	0.325378	0.376922	0.852189	0.739242
0	40	90	1673	3370.52	5.8	-0.064397	0.448043	0.481437	0.881453	0.799897
0	40	90	2097	4974.94	7.93333	-0.0458959	0.314425	0.344509	0.880062	0.851444
0	40	248	525	2438.7	6.2	-0.0172023	0.411032	0.420992	0.821346	0.635955
0	40	248	622	1270.47	5.2	0.00260674	0.497115	0.495801	0.918676	0.896367
0	40	248	764	875.685	9.6	0.00694947	0.373128	0.368741	0.877063	0.842322
0	40	248	892	1611.16	4.13333	-0.0858418	0.57827	0.61161	0.918446	0.776799
0	40	248	970	3801.18	4.13333	-0.00284971	0.6409	0.641921	0.976925	0.973619
0	40	248	1182	1660.12	9.93333	-0.0318352	0.345997	0.366175	0.884633	0.855068
0	40	248	1306	1765.51	4.53333	-0.0481828	0.597877	0.616362	0.932299	0.905956
0	40	248	1442	2013.31	10.1333	-0.0143019	0.330403	0.339844	0.813628	0.756012
0	40	248	1497	2051.25	7.33333	-0.0208776	0.376457	0.389209	0.806955	0.255255
0	40	248	1555	3603.1	6.2	-0.0529997	0.473168	0.499685	0.954389	0.943159
0	40	248	1673	2330.82	4.26667	-0.0220154	0.575021	0.584176	0.87645	0.795415
0	40	248	2097	3166.2	6.33333	-0.0113107	0.443091	0.449319	0.899038	0.88315
0	40	525	622	3515.43	6.8	-0.00795027	0.361961	0.366994	0.888297	0.84402
0	40	525	764	2215.9	9.86667	-0.00260212	0.206732	0.208791	0.68402	0.525455
0	40	525	892	1157.67	5.73333	-0.0745836	0.409173	0.45018	0.791222	0.679132
0	40	525	970	1363.47	5.86667	-0.015025	0.472745	0.48055	0.819151	0.572582
0	40	525	1182	1984.45	11.1333	-0.0350105	0.207365	0.234177	0.793795	0.691626
0	40	525	1306	3473.16	6.46667	-0.0489335	0.477988	0.50234	0.963822	0.958948
0	40	525	1442	2286.16	11.6	-0.0202554	0.211548	0.227201	0.812676	0.731592
0	40	525	1497	2639.04	8.86667	-0.026227	0.264498	0.283295	0.821996	0.764764
0	40	525	1555	1599.98	7.26667	-0.052662	0.313427	0.347775	0.835263	0.777636
0	40	525	1673	2466.4	5.86667	-0.0288987	0.437331	0.453135	0.829637	0.753337
0	40	525	2097	4098.16	7.93333	-0.018663	0.308473	0.321143	0.863469	0.802235
0	40	622	764	1353.38	9.6	0.0121401	0.258252	0.249136	0.730192	0.609844
0	40	622	892	2465.49	4.66667	-0.0553726	0.475785	0.503289	0.840078	0.637845
0	40	622	970	4840.96	4.8	0.00720721	0.554398	0.551164	0.952489	0.944362
0	40	622	1182	2032.95	10.4667	-0.0219579	0.236641	0.253043	0.744221	0.527891
0	40	622	1306	927.214	5.4	-0.0300984	0.518114	0.532194	0.940292	0.797349
0	40	622	1442	2182.41	11.0667	-0.00666958	0.23261	0.237694	0.726522	0.575577
0	40	622	1497	1995.28	7.8	-0.0116343	0.318739	0.326574	0.854577	0.783822
0	40	622	1555	4369.18	6.4	-0.0379495	0.321422	0.346232	0.729706	0.507683
0	40	622	1673	2421.91	4.8	-0.00922561	0.485304	0.490009	0.855955	0.775899
0	40	622	2097	2494.28	7.33333	-0.00294054	0.36497	0.366832	0.909726	0.888775
0	40	764	892	1117.02	9	-0.0354041	0.33819	0.360819	0.801705	0.733206
0	40	764	970	3507.41	9.06667	0.010963	0.404036	0.39743	0.812617	0.709869
0	40	764	1182	818.184	13	-0.0151417	0.128325	0.141327	0.693109	0.606971
0	40	764	1306	1308.15	9.26667	-0.0187668	0.395353	0.406491	0.891631	0.833389
0	40	764	1442	1141.6	13.2667	-0.00213538	0.130894	0.132746	0.704727	0.643882
0	40	764	1497	1185.01	11.2	-0.00595341	0.192062	0.196843	0.752731	0.650581
0	40	764	1555	3030.81	10.2	-0.0272225	0.214421	0.235239	0.691437	0.567122
0	40	764	1673	1456.79	9.13333	-0.0023845	0.364595	0.366107	0.800497	0.695124
0	40	764	2097	2428.42	10.9333	0.00156325	0.222074	0.220856	0.773119	0.623205
0	40	892	970	2395.01	3.46667	-0.0962761	0.62168	0.654905	0.845068	0.585914
0	40	892	1182	858.516	9.6	-0.0814032	0.314478	0.366081	0.798423	0.745199
0	40	892	1306	2323.04	4.2	-0.152075	0.610614	0.662013	0.963376	0.945714
0	40	892	1442	1221.32	9.93333	-0.0594287	0.334919	0.372227	0.876429	0.815782
0	40	892	1497	1538.45	7.06667	-0.0743722	0.393463	0.43545	0.886303	0.843354
0	40	892	1555	1994.15	5.6	-0.124864	0.439085	0.501348	0.848078	0.740249
0	40	892	1673	1471.06	3.66667	-0.110837	0.527835	0.574946	0.755641	0.00406671
0	40	892	2097	3007.61	6	-0.066646	0.420445	0.456657	0.85436	0.786001
0	40	970	1182	3099.19	9.53333	-0.0312966	0.384588	0.403264	0.852358	0.827991
0	40	970	1306	4693.09	4	-0.0497812	0.626807	0.644504	0.86898	0.0868479
0	40	970	1442	3291.58	10.1333	-0.0122411	0.404987	0.412183	0.917256	0.895881
0	40	970	1497	3665.12	7.2	-0.0192075	0.458657	0.468859	0.906052	0.868651
0	40	970	1555	1322.96	5.73333	-0.0547125	0.5084	0.533901	0.898626	0.420763
0	40	970	1673	3370.46	3.73333	-0.0196691	0.632356	0.639448	0.879295	0.828133
0	40	970	2097	5034.61	6.06667	-0.00854073	0.492047	0.496348	0.901011	0.863859
0	40	1182	1306	1622.23	9.8	-0.0596571	0.340719	0.377835	0.812717	0.735797
0	40	1182	1442	417.163	12.8667	-0.0307414	0.0743262	0.101934	0.523092	0.466939
0	40	1182	1497	683.1	12.3333	-0.0369006	0.18304	0.212114	0.8568	0.840748
0	40	1182	1555	2379.44	11	-0.0610904	0.213033	0.258341	0.782573	0.673886
0	40	1182	1673	728.371	9.86667	-0.0422535	0.336799	0.363685	0.81027	0.702939
