Rep	Year	RepSeason	PatchID	Ncells	Species	NInd	Nfemales	Nmales
0	58	0	2066	12	0	0	0	0
0	58	0	2067	57	0	5	2	3
0	58	0	2069	20	0	5	1	4
0	58	0	2073	77	0	0	0	0
0	58	0	2075	20	0	0	0	0
0	58	0	2076	6	0	1	1	0
0	58	0	2077	32	0	8	5	3
0	58	0	2078	11	0	6	2	4
0	58	0	2082	13	0	0	0	0
0	58	0	2083	91	0	9	3	6
0	58	0	2091	51	0	6	3	3
0	58	0	2096	110	0	0	0	0
0	58	0	2097	1206	0	113	50	63
0	58	0	2107	151	0	0	0	0
0	58	0	2109	8	0	10	4	6
0	58	0	2113	13	0	4	3	1
0	58	0	2118	44	0	8	5	3
0	58	0	2119	6	0	0	0	0
0	58	0	2120	20	0	0	0	0
0	58	0	2121	23	0	0	0	0
0	58	0	2123	167	0	0	0	0
0	58	0	2127	7	0	0	0	0
0	58	0	2139	6	0	5	4	1
0	58	0	2141	18	0	0	0	0
0	58	0	2144	198	0	14	9	5
0	58	0	2147	20	0	0	0	0
0	58	0	2148	47	0	5	2	3
0	58	0	2153	20	0	0	0	0
0	58	0	2154	7	0	1	1	0
0	58	0	2158	161	0	26	12	14
0	58	0	2160	8	0	0	0	0
0	58	0	2164	25	0	0	0	0
0	58	0	2166	9	0	4	2	2
0	58	0	2167	5	0	0	0	0
0	58	0	2175	45	0	0	0	0
0	58	0	2183	7	0	1	1	0
0	58	0	2189	101	0	19	9	10
0	58	0	2199	10	0	1	1	0
0	58	0	2204	25	0	3	2	1
0	58	0	2209	6	0	0	0	0
0	58	0	2213	29	0	0	0	0
0	58	0	2222	166	0	5	2	3
0	58	0	2226	9	0	0	0	0
0	58	0	2231	45	0	6	2	4
0	58	0	2234	9	0	3	1	2
0	58	0	2239	29	0	4	1	3
0	58	0	2241	32	0	0	0	0
0	58	0	2243	18	0	0	0	0
0	58	0	2246	12	0	0	0	0
0	58	0	2248	12	0	0	0	0
0	58	0	2253	38	0	1	0	1
0	58	0	2261	6	0	0	0	0
0	58	0	2262	13	0	3	1	2
0	58	0	2265	435	0	23	12	11
0	58	0	2266	10	0	0	0	0
0	58	0	2267	6	0	4	3	1
0	58	0	2273	70	0	3	1	2
0	58	0	2275	11	0	0	0	0
0	58	0	2277	160	0	15	8	7
0	58	0	2278	7	0	0	0	0
0	58	0	2280	53	0	0	0	0
0	58	0	2281	10	0	0	0	0
0	58	0	2283	12	0	0	0	0
0	58	0	2285	5	0	0	0	0
0	58	0	2297	9	0	2	1	1
0	58	0	2302	23	0	6	3	3
0	58	0	2304	46	0	9	4	5
0	58	0	2311	30	0	0	0	0
0	58	0	2316	55	0	12	9	3
0	58	0	2319	28	0	0	0	0
0	58	0	2320	24	0	0	0	0
0	58	0	2322	25	0	1	1	0
0	58	0	2326	9	0	0	0	0
0	58	0	2329	35	0	0	0	0
0	58	0	2335	8	0	1	1	0
0	58	0	2343	35	0	0	0	0
0	58	0	2351	10	0	0	0	0
0	58	0	2352	26	0	1	1	0
0	58	0	2353	29	0	0	0	0
0	58	0	2360	9	0	0	0	0
0	58	0	2362	36	0	0	0	0
0	58	0	2363	34	0	0	0	0
0	58	0	2366	11	0	0	0	0
0	58	0	2367	23	0	2	2	0
0	58	0	2368	8	0	8	6	2
0	58	0	2370	29	0	0	0	0
0	58	0	2371	56	0	0	0	0
0	58	0	2372	17	0	0	0	0
0	58	0	2375	8	0	0	0	0
0	58	0	2378	7	0	2	2	0
0	58	0	2380	24	0	6	1	5
0	58	0	2381	13	0	0	0	0
0	58	0	2386	7	0	1	1	0
0	58	0	2395	15	0	0	0	0
0	58	0	2398	7	0	0	0	0
0	58	0	2399	7	0	0	0	0
0	58	0	2400	13	0	0	0	0
0	58	0	2401	10	0	5	2	3
0	58	0	2403	6	0	0	0	0
0	58	0	2412	8	0	0	0	0
0	58	0	2413	23	0	0	0	0
0	58	0	2416	12	0	0	0	0
0	58	0	2417	9	0	0	0	0
0	58	0	2419	10	0	0	0	0
0	58	0	2421	304	0	42	18	24
0	58	0	2438	9	0	0	0	0
0	58	0	2442	54	0	0	0	0
0	58	0	2456	6	0	0	0	0
0	58	0	2462	53	0	0	0	0
0	58	0	2469	12	0	0	0	0
0	58	0	2473	243	0	0	0	0
0	58	0	2478	195	0	26	16	10
0	58	0	2479	50	0	0	0	0
0	58	0	2485	14	0	0	0	0
0	58	0	2489	16	0	1	1	0
0	58	0	2492	6	0	0	0	0
0	58	0	2495	8	0	0	0	0
0	58	0	2498	7	0	0	0	0
0	58	0	2500	187	0	8	2	6
0	58	0	2503	42	0	0	0	0
0	58	0	2505	11	0	0	0	0
