Rep	Year	StartPatch	EndPatch	Ninds
0	58	19	-999	24
0	58	-999	19	15
0	58	24	-999	2
0	58	-999	24	6
0	58	38	-999	0
0	58	-999	38	1
0	58	42	-999	3
0	58	-999	42	3
0	58	44	-999	0
0	58	-999	44	1
0	58	46	-999	0
0	58	-999	46	0
0	58	51	-999	0
0	58	-999	51	0
0	58	53	-999	0
0	58	-999	53	0
0	58	54	-999	5
0	58	-999	54	2
0	58	55	-999	0
0	58	-999	55	0
0	58	59	-999	0
0	58	-999	59	0
0	58	61	-999	0
0	58	-999	61	0
0	58	65	-999	3
0	58	-999	65	0
0	58	66	-999	0
0	58	-999	66	1
0	58	67	-999	0
0	58	-999	67	0
0	58	69	-999	1
0	58	-999	69	7
0	58	70	-999	5
0	58	-999	70	14
0	58	71	-999	1
0	58	-999	71	1
0	58	76	-999	0
0	58	-999	76	6
0	58	78	-999	14
0	58	-999	78	1
0	58	81	-999	0
0	58	-999	81	0
0	58	87	-999	0
0	58	-999	87	0
0	58	90	-999	59
0	58	-999	90	17
0	58	92	-999	0
0	58	-999	92	4
0	58	95	-999	0
0	58	-999	95	0
0	58	98	-999	0
0	58	-999	98	1
0	58	101	-999	0
0	58	-999	101	0
0	58	105	-999	0
0	58	-999	105	0
0	58	110	-999	1
0	58	-999	110	23
0	58	117	-999	0
0	58	-999	117	1
0	58	118	-999	0
0	58	-999	118	1
0	58	121	-999	0
0	58	-999	121	0
0	58	124	-999	67
0	58	-999	124	9
0	58	127	-999	0
0	58	-999	127	9
0	58	141	-999	2
0	58	-999	141	14
0	58	142	-999	3
0	58	-999	142	0
0	58	144	-999	2
0	58	-999	144	12
0	58	147	-999	8
0	58	-999	147	3
0	58	148	-999	0
0	58	-999	148	1
0	58	149	-999	0
0	58	-999	149	0
0	58	152	-999	49
0	58	-999	152	16
0	58	153	-999	0
0	58	-999	153	5
0	58	156	-999	100
0	58	-999	156	10
0	58	157	-999	0
0	58	-999	157	0
0	58	161	-999	0
0	58	-999	161	0
0	58	164	-999	0
0	58	-999	164	1
0	58	170	-999	0
0	58	-999	170	0
0	58	171	-999	2
0	58	-999	171	55
0	58	172	-999	0
0	58	-999	172	0
0	58	173	-999	0
0	58	-999	173	0
0	58	174	-999	0
0	58	-999	174	3
0	58	179	-999	0
0	58	-999	179	0
0	58	183	-999	0
0	58	-999	183	3
0	58	184	-999	3
0	58	-999	184	5
0	58	187	-999	0
0	58	-999	187	0
0	58	194	-999	0
0	58	-999	194	0
0	58	195	-999	1
0	58	-999	195	3
0	58	198	-999	7
0	58	-999	198	14
0	58	199	-999	0
0	58	-999	199	0
0	58	204	-999	0
0	58	-999	204	0
0	58	206	-999	0
0	58	-999	206	0
0	58	209	-999	0
0	58	-999	209	0
0	58	212	-999	0
0	58	-999	212	0
0	58	216	-999	0
0	58	-999	216	0
0	58	225	-999	0
0	58	-999	225	1
0	58	227	-999	72
0	58	-999	227	15
0	58	232	-999	1
0	58	-999	232	7
0	58	233	-999	1
0	58	-999	233	5
0	58	236	-999	0
0	58	-999	236	0
0	58	238	-999	0
0	58	-999	238	0
0	58	239	-999	0
0	58	-999	239	0
0	58	241	-999	0
0	58	-999	241	11
0	58	243	-999	0
0	58	-999	243	10
0	58	247	-999	2
0	58	-999	247	5
0	58	248	-999	7
0	58	-999	248	10
0	58	256	-999	3
0	58	-999	256	10
0	58	258	-999	0
0	58	-999	258	0
0	58	263	-999	0
0	58	-999	263	6
0	58	268	-999	0
0	58	-999	268	1
0	58	273	-999	0
0	58	-999	273	2
0	58	275	-999	0
0	58	-999	275	0
0	58	276	-999	0
0	58	-999	276	0
0	58	279	-999	10
0	58	-999	279	18
0	58	283	-999	0
0	58	-999	283	0
0	58	285	-999	4
0	58	-999	285	4
0	58	289	-999	0
0	58	-999	289	0
0	58	290	-999	3
0	58	-999	290	1
0	58	293	-999	2
0	58	-999	293	2
0	58	296	-999	0
0	58	-999	296	2
0	58	299	-999	4
0	58	-999	299	24
0	58	306	-999	0
0	58	-999	306	2
0	58	307	-999	3
0	58	-999	307	14
0	58	308	-999	0
0	58	-999	308	0
0	58	310	-999	0
0	58	-999	310	5
0	58	313	-999	0
0	58	-999	313	2
0	58	314	-999	0
0	58	-999	314	10
0	58	315	-999	6
0	58	-999	315	4
0	58	316	-999	0
0	58	-999	316	3
0	58	317	-999	0
0	58	-999	317	1
0	58	320	-999	0
0	58	-999	320	0
0	58	330	-999	0
0	58	-999	330	6
0	58	332	-999	0
0	58	-999	332	4
0	58	335	-999	6
0	58	-999	335	4
0	58	336	-999	32
0	58	-999	336	27
0	58	337	-999	16
0	58	-999	337	1
0	58	338	-999	0
0	58	-999	338	8
0	58	339	-999	0
0	58	-999	339	5
0	58	342	-999	15
0	58	-999	342	3
0	58	345	-999	0
0	58	-999	345	0
0	58	350	-999	0
0	58	-999	350	3
0	58	352	-999	0
0	58	-999	352	1
0	58	360	-999	25
0	58	-999	360	22
0	58	367	-999	7
0	58	-999	367	3
0	58	369	-999	0
0	58	-999	369	5
0	58	375	-999	1
0	58	-999	375	5
0	58	382	-999	2
0	58	-999	382	2
0	58	383	-999	1
0	58	-999	383	3
0	58	388	-999	0
0	58	-999	388	3
0	58	391	-999	13
0	58	-999	391	22
0	58	392	-999	0
0	58	-999	392	0
0	58	393	-999	2
0	58	-999	393	2
0	58	399	-999	1
0	58	-999	399	2
0	58	401	-999	0
0	58	-999	401	4
0	58	406	-999	1
0	58	-999	406	20
0	58	408	-999	9
0	58	-999	408	12
0	58	412	-999	1
0	58	-999	412	11
0	58	415	-999	10
0	58	-999	415	20
0	58	416	-999	20
0	58	-999	416	17
0	58	417	-999	4
0	58	-999	417	3
0	58	418	-999	0
0	58	-999	418	0
0	58	419	-999	1
0	58	-999	419	3
0	58	422	-999	2
0	58	-999	422	0
0	58	423	-999	11
0	58	-999	423	9
0	58	425	-999	3
0	58	-999	425	58
0	58	428	-999	0
0	58	-999	428	1
0	58	429	-999	21
0	58	-999	429	8
0	58	435	-999	0
0	58	-999	435	3
0	58	436	-999	6
0	58	-999	436	4
0	58	437	-999	31
0	58	-999	437	10
0	58	439	-999	195
0	58	-999	439	69
0	58	440	-999	0
0	58	-999	440	0
0	58	441	-999	1
0	58	-999	441	4
0	58	443	-999	4
0	58	-999	443	1
0	58	445	-999	0
0	58	-999	445	0
0	58	449	-999	0
0	58	-999	449	3
0	58	450	-999	7
0	58	-999	450	27
0	58	452	-999	3
0	58	-999	452	2
0	58	457	-999	0
0	58	-999	457	10
0	58	460	-999	5
0	58	-999	460	8
0	58	468	-999	6
0	58	-999	468	3
0	58	470	-999	0
0	58	-999	470	0
0	58	474	-999	4
0	58	-999	474	14
0	58	481	-999	0
0	58	-999	481	0
0	58	487	-999	0
0	58	-999	487	2
0	58	488	-999	3
0	58	-999	488	6
0	58	490	-999	1
0	58	-999	490	4
0	58	492	-999	0
0	58	-999	492	4
0	58	494	-999	1
0	58	-999	494	6
0	58	495	-999	2
0	58	-999	495	3
0	58	497	-999	1
0	58	-999	497	0
0	58	503	-999	0
0	58	-999	503	2
0	58	504	-999	0
0	58	-999	504	6
0	58	505	-999	18
0	58	-999	505	5
0	58	511	-999	0
0	58	-999	511	0
0	58	513	-999	0
0	58	-999	513	1
0	58	514	-999	8
0	58	-999	514	0
0	58	515	-999	0
0	58	-999	515	0
0	58	516	-999	1
0	58	-999	516	3
0	58	518	-999	7
0	58	-999	518	9
0	58	520	-999	0
0	58	-999	520	0
0	58	521	-999	0
0	58	-999	521	1
0	58	523	-999	0
0	58	-999	523	0
0	58	524	-999	2
0	58	-999	524	1
0	58	525	-999	103
0	58	-999	525	21
0	58	528	-999	5
0	58	-999	528	2
0	58	534	-999	0
0	58	-999	534	1
0	58	544	-999	0
0	58	-999	544	3
0	58	545	-999	0
0	58	-999	545	1
0	58	551	-999	0
0	58	-999	551	1
0	58	553	-999	0
0	58	-999	553	2
0	58	554	-999	0
0	58	-999	554	0
0	58	558	-999	1
0	58	-999	558	2
0	58	560	-999	2
0	58	-999	560	0
0	58	561	-999	1
0	58	-999	561	1
0	58	563	-999	3
0	58	-999	563	6
0	58	566	-999	0
0	58	-999	566	0
0	58	568	-999	1
