PatchID	Year_0	Year_2	Year_4	Year_6	Year_8	Year_10	Year_12	Year_14	Year_16	Year_18	Year_20	Year_22	Year_24	Year_26	Year_28	Year_30	Year_32	Year_34	Year_36	Year_38	Year_40	Year_42	Year_44	Year_46	Year_48	Year_50	Year_52	Year_54	Year_56	Year_58	Year_60
1065	0	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0	0	1	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5
1073	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1074	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0
1082	0	1	1	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	1	0.5	1	0.5	1	0.5	1	0.5	0	1	0.5	0	1	0.5	0	0.5	1	1	0.5
1101	0	1	1	0.5	0.5	0	0	0	1	1	1	0	0.5	0	1	0.5	1	0	1	0.5	1	0	0	0	0.5	0	0.5	0.5	0	1	1
1104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5
1107	0	0.5	0.5	0.5	0	0.5	1	0	1	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0	1	0.5	1	0.5	0.5	1	0.5	0	1	0.5	1	1	0
1108	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1109	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0	1	1	0.5	0.5	0.5	1	0.5	0.5	1	0.5	0	0	0	0	0	0	0.5	0.5	0.5	0
1111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1112	0.5	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1123	1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1126	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1127	0	0.5	1	0.5	1	0.5	1	0	0.5	1	1	0.5	0.5	0.5	1	0.5	0.5	1	0.5	1	1	1	0.5	1	0.5	0.5	0.5	0	1	1	1
1130	0	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1133	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1138	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0
1141	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	1	0	0	0.5	1	0	0.5	0	0.5	0.5	0	1	0.5	1	0.5	0.5	0.5	0.5	0.5	0	0.5
1144	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1148	0	0.5	0	0.5	0	0	0.5	0.5	1	0.5	0	0.5	0.5	0	0	0.5	1	0.5	0.5	0.5	0	0.5	0	0	0	0.5	0.5	0.5	0.5	1	0
1150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1151	0	0	0	0.5	0.5	0	0	0.5	0.5	0	1	1	0	0.5	0	0.5	1	1	0	0.5	0	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0.5
1153	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	1	0	0.5	0	0.5	0
1154	0.5	1	0.5	1	1	1	0	0.5	1	1	1	0.5	0	0	0.5	0.5	0.5	0.5	0	0	1	0.5	0.5	1	0	0.5	1	1	1	1	1
1157	0	0	0.5	1	0	0.5	0	1	1	1	0.5	0.5	0	0	0.5	1	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0.5	0	0	0	0	1
1159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1160	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1162	0	0.5	1	1	0.5	1	0.5	1	1	0.5	1	1	1	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	0.5
1163	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1171	0	1	1	0.5	1	0.5	1	0.5	0.5	1	1	1	1	0.5	0.5	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1180	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1182	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1187	0	0.5	0	0	0.5	0	0.5	1	1	0.5	0	0	0.5	1	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0.5	1	1	0	0.5	0.5	0	0	0
1189	1	0.5	1	0.5	1	1	0.5	0	0.5	1	0	0.5	0.5	0.5	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5
1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1194	0	0.5	0	0	0	0	0	0	0	0	0	0	1	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0
1196	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
1198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1200	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1203	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1205	0	0	0	1	0.5	0.5	0	1	1	0.5	1	1	1	0.5	0.5	0.5	0.5	1	0	0.5	0.5	0	1	1	0.5	1	0.5	0.5	0.5	1	1
1209	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1214	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
1238	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0.5	0.5	1	0.5	1	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0	0
1239	0	0.5	1	1	0	1	0.5	0.5	0.5	0	0.5	1	0.5	1	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	1	1	1
1240	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1247	0.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1263	0	0.5	0	0.5	0.5	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0	0.5	0.5	0	0	0	1	0.5	0	0	0	0.5
1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
1280	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1282	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1283	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0
1284	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1293	0	0	0	0	0	0	0.5	0	1	0.5	0.5	0.5	1	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	1
1295	0	1	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1296	0	0.5	0.5	0.5	0.5	0	0.5	0.5	1	0.5	1	0	1	0.5	0	1	0	1	0	0.5	0.5	0	0	1	0.5	0.5	0.5	1	0.5	1	1
1297	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	0.5	1
1303	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1
1306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1314	0	0	0	0	0	0	0.5	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
1315	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1317	0	0.5	1	0.5	0	1	1	1	1	0.5	0.5	1	1	0.5	0.5	1	0.5	1	1	0.5	1	1	1	0.5	0.5	0.5	0	1	1	1	1
1324	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1346	1	1	0.5	0.5	0.5	1	1	0.5	1	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	0	0.5	0.5	1	1	1
1348	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1356	0	1	1	1	0.5	0.5	0.5	1	1	0.5	0.5	1	1	0.5	0.5	0.5	0.5	0	0.5	1	0.5	0.5	1	1	1	1	1	0.5	0.5	0	0.5
1362	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0.5	0.5	0
1363	0	1	0.5	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0	0.5	0.5	1	0.5	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0.5	0.5
1366	0	1	0.5	1	1	0.5	1	1	1	1	1	0.5	0.5	0	0.5	0.5	0.5	1	1	0.5	1	0.5	1	1	0	0.5	0.5	0.5	1	0.5	0.5
1367	1	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
1368	0	0	0.5	0	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0	0	0.5	0	0.5	0	0.5	0	0	0	1	0.5	0	0.5	0	0.5	0	1
1373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1374	1	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
1376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1377	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1378	0	0.5	0.5	0	0	1	1	0	0	0.5	0.5	0	0.5	1	1	1	0.5	0	0.5	0.5	0.5	0.5	0	0.5	0.5	0	1	1	1	0.5	1
1380	0	0.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	0.5	1	1	0.5	1	1	1	1	1	1	1	1	0.5	1
1390	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0
1395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
1417	0	1	1	1	1	0.5	0.5	1	1	1	0.5	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1430	0	0	1	1	1	0.5	1	1	1	0.5	1	1	1	0.5	1	1	1	1	1	0.5	1	1	1	1	0.5	0.5	0	0.5	1	1	1
1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1445	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1449	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0
1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
1459	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1
1460	0	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1
1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1466	0	0.5	0.5	0	0	1	0	1	0.5	0.5	0	0.5	0	0.5	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0.5	0	0	0
1468	0	0	0.5	0.5	1	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0.5	1	1	0.5	0.5	0.5	0	0.5	0
1470	0	1	1	0.5	0.5	1	1	0.5	0.5	1	1	0	1	0.5	0.5	0	1	1	1	0.5	0.5	0.5	1	0	0.5	0.5	0.5	1	0.5	0	1
1477	0	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1
1480	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1487	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	0.5	0.5	0.5	1	1	1	1	1	1	1	1	0.5	1	1	1
1493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1510	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1
1511	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1518	0	0.5	0	0	0	0	0	0	0	0	0	1	0	0	0.5	0.5	0.5	0	0	0.5	0	1	0	0.5	0	0	0.5	0	0.5	1	0.5
1522	1	1	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0
1526	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1529	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1537	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5
1545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1553	0	0.5	0	0.5	0	0.5	0	0.5	0	0	1	0	0	0	0	0.5	0.5	0.5	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0
1555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1559	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	1	0	0	0.5	1	0.5	1	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0	0.5	0	0	0.5	1	1
1560	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1
1561	0.5	0	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	1	0.5	0.5	0	0	0	1	1	1	0	0	0	0	0	0	1	0.5	0.5
1569	0	0.5	0.5	0	0	0.5	0.5	0.5	0	0.5	0.5	0	0	0	0.5	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5
1572	0	0.5	1	1	1	1	0.5	1	1	1	1	0.5	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1
1584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1586	0	0.5	0.5	0.5	0	0	0	1	0.5	0	0.5	0.5	0.5	1	0	0.5	0.5	0	0	0	0	0	1	0.5	0	0	0.5	0.5	0.5	0.5	0.5
1591	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	0.5	1	1	1	1	1	1
1592	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0
1594	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5
1596	0	0.5	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0
1597	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1599	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	1	0.5	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5
1601	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
1602	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	0.5	0.5	0.5	0.5	0.5	0.5
1605	1	1	1	1	1	0.5	1	1	1	1	0.5	0.5	1	0.5	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5
1607	0	0.5	0.5	0.5	0.5	1	1	0.5	1	1	0.5	0.5	0.5	1	1	1	0	0.5	1	0.5	0	1	1	0.5	0.5	1	0.5	0.5	1	0.5	0
1608	1	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0.5	0.5	1	1	1	1	1	1	1	0.5	0.5	1	1	1	0.5	1	0.5	0.5	0	0	0	0.5
1611	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1615	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0.5	0	0	0	0	0	1	0.5	0	0	0	0.5	0	0	0.5
1617	0.5	0.5	0.5	0.5	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	0.5	1	0.5	1	1	1	1	1	1	1
1619	0	1	0	0.5	0.5	1	0.5	1	0	0	0	0.5	0	0.5	0.5	1	1	0.5	0	0	0	1	0	0.5	1	0.5	0.5	0.5	0.5	0	0
1621	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	1	1	1	1	0.5	0	1	1	1	0.5	1	1	0.5	1	1	0	0.5	1	0.5	1
1622	0	0.5	0.5	1	1	1	0.5	1	0.5	1	1	1	0	0.5	1	0.5	1	0.5	0.5	1	0.5	0.5	1	0.5	0.5	1	1	1	1	0	1
1624	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1627	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1632	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
1650	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0
1654	1	1	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1655	0	0	0	0.5	0	0.5	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
1656	0	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	0.5	0.5	1	0.5
1663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1666	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0
1673	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1674	1	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0	0.5	0	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5
1677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1678	0	0	0.5	0	0.5	0.5	0.5	1	0	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5	0.5	0	0	0.5	0
1682	0	1	0.5	0.5	1	0	0.5	1	0	0.5	0.5	0.5	0	0	0	0.5	0.5	0.5	1	1	0.5	0	0.5	1	0	0.5	0.5	0	1	1	0.5
1684	0	0.5	1	1	1	1	1	1	0.5	1	1	0.5	1	1	1	0.5	0.5	1	1	1	1	1	0.5	1	1	1	0.5	1	1	1	1
1693	0	1	1	1	1	1	1	1	1	0	1	1	1	0.5	1	1	1	0.5	0.5	0	1	0.5	1	0.5	0.5	1	0.5	0.5	0	0.5	1
1694	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1696	0	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1697	0	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0	0	0.5	1	0	0	0	0.5	0	0	0	1	0.5	0.5	0.5	1	1	0.5	0.5	0	0.5
1698	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1704	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1720	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	0.5	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1
1721	0	0.5	0.5	0.5	0	0	1	0.5	0.5	0	1	0.5	0	0	0	1	0.5	1	0	1	0	0	0.5	0.5	0.5	0.5	0.5	1	0	0	0
1726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1730	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1731	0	1	1	0.5	0	0.5	1	0.5	0.5	0	1	0	0	1	0.5	1	1	0	0.5	0.5	1	1	0.5	0.5	0	0.5	0.5	1	0.5	0.5	1
1732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1738	0	1	0	1	1	1	0.5	1	1	1	0	1	1	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0	0.5	0.5	1	1	1	0	0.5	1	0.5
1740	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1741	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
