PatchID	Year_0	Year_2	Year_4	Year_6	Year_8	Year_10	Year_12	Year_14	Year_16	Year_18	Year_20	Year_22	Year_24	Year_26	Year_28	Year_30	Year_32	Year_34	Year_36	Year_38	Year_40	Year_42	Year_44	Year_46	Year_48	Year_50	Year_52	Year_54	Year_56	Year_58	Year_60
516	0	1	1	1	0.5	1	0.5	0.5	1	1	0.5	1	1	0.5	0	1	1	1	1	0.5	1	0.5	1	1	1	0.5	0.5	0.5	1	1	0.5
518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
520	0	1	1	1	1	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5	1	0.5	0	0	1	0	0.5	0.5	0.5	0.5
521	0	1	0.5	1	0.5	0.5	0.5	0.5	1	0.5	1	0	0	0.5	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0.5
523	0	0	0	0	0	0	0	0	1	0	0.5	0	0	0.5	1	0.5	0.5	0	0	1	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0.5
524	0	0	0.5	0.5	0	1	0.5	0.5	1	1	1	1	0.5	1	1	1	1	0.5	1	1	1	1	1	1	1	0.5	1	1	1	1	1
525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
528	1	1	1	1	0.5	1	0.5	1	1	1	1	0.5	0.5	0.5	1	1	1	0.5	1	1	1	1	1	1	1	0.5	1	1	1	1	0.5
534	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0.5	0	1	1	0	0.5	1	0	0	0	0.5	1	0.5	0.5	0.5	0.5	0	0	0	0.5	1	0
544	0	0.5	0	0.5	0.5	1	0	0	0	0.5	1	0	0	0	0.5	0.5	0	0	1	1	0	0.5	0.5	0.5	0.5	0.5	1	0.5	1	0.5	0.5
545	1	1	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0.5
551	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0.5	0	0	0	0	1	0	1	0	0	0
553	0	0.5	0.5	1	1	0.5	1	0.5	0.5	0.5	0	1	0.5	0.5	0.5	0.5	1	0.5	0	0.5	0	0.5	1	1	0.5	1	0.5	0.5	0.5	0.5	1
554	1	0	0.5	0.5	0.5	0	0	0.5	1	1	1	0.5	0	0	1	0.5	0.5	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5
558	0	0	1	0.5	0.5	0.5	0.5	1	1	1	0	0.5	0.5	0	0	0.5	0.5	1	0.5	0.5	1	0	0	0.5	1	0.5	1	1	0.5	1	0.5
560	0	0	0	0.5	1	0.5	1	1	0.5	0	0	1	1	1	0.5	0	0	1	1	1	0.5	0.5	1	0.5	1	1	1	0	0.5	1	1
561	0	0	0.5	0.5	0.5	0.5	0.5	0.5	1	0	1	0.5	1	0.5	0.5	0.5	0.5	0	0	0	1	1	0	0.5	1	0.5	0.5	1	0	0.5	0.5
563	0	1	1	1	0.5	1	1	0.5	0.5	1	1	0.5	0	1	1	0.5	0.5	1	1	0.5	1	0	1	1	0.5	1	1	1	1	1	1
566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
568	1	1	1	1	1	1	1	1	0.5	1	1	1	0.5	1	0.5	1	1	1	1	1	1	1	0.5	0.5	1	1	1	1	1	1	0.5
569	0	1	0	1	1	1	1	0.5	0.5	1	1	0.5	1	1	1	1	0.5	1	1	0.5	1	1	1	1	1	0.5	0.5	0.5	0.5	1	1
573	0	1	0	0	0.5	0	0.5	0	1	0	0.5	0.5	0	0.5	0	0	0	0.5	1	0.5	0	0	0	0	1	0.5	0	0	0.5	0.5	0
574	0	0.5	0.5	0.5	0	0.5	0.5	0	0.5	1	0.5	1	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0.5	1	0	0.5	0.5	0.5	0
576	0	0.5	0.5	0.5	1	0.5	0	0	1	0.5	0.5	0.5	0.5	0	0.5	1	0.5	0.5	1	0.5	0.5	0.5	0	0.5	1	0	0	0.5	0	0.5	1
578	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	1	0	0	0	0.5	1	0.5	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0
582	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
584	0	1	0.5	0.5	1	0	0	0.5	1	1	1	0.5	0.5	0.5	0.5	1	0.5	1	0.5	0.5	0.5	1	0.5	0	0	0.5	0.5	0.5	0	0.5	0.5
589	0.5	0	0.5	1	1	1	0.5	0	0	0.5	1	0.5	1	1	1	1	0.5	0	0	1	0.5	0.5	1	0.5	0.5	0.5	1	1	1	0.5	0.5
590	1	1	1	1	0.5	1	1	1	0.5	0.5	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1
598	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
604	0	0.5	1	1	1	1	1	1	0.5	1	1	0.5	0.5	0	1	1	1	0.5	1	1	0.5	1	1	0.5	1	0.5	1	1	0.5	1	1
610	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
612	0.5	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1
613	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	1	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0
619	0	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
621	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0.5	1	0.5	0	0.5	1	1	0	0.5	1	0.5	0	0.5	0	0.5	0	0
622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
623	0	1	0.5	1	1	1	1	1	1	1	1	0.5	1	0.5	0.5	1	0.5	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1
632	0	1	0.5	0.5	0	0	0	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0.5	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0.5	0
640	0	0.5	1	1	1	1	1	1	1	0.5	1	1	1	1	0.5	1	0	1	1	1	1	0.5	1	1	1	1	1	0	1	1	1
642	1	1	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
650	0	0	1	0.5	0.5	0.5	0	0.5	0.5	1	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0	1	0.5	0.5	1	0	0.5	0.5	0.5	0.5	0
655	0	0	0	0.5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0
656	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
657	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
660	0	1	0.5	0.5	0.5	1	0.5	1	1	1	1	1	1	0.5	1	0.5	1	1	1	1	1	0.5	1	1	1	0.5	1	1	1	1	0.5
661	0	1	1	1	1	1	0.5	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	0.5	1	1	1	1
663	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0	0.5	0	0	0.5	0	0	0	0	0	0	0
665	0.5	0.5	1	1	0.5	1	1	1	1	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0.5	1	1
669	0	0	0.5	0.5	0.5	0	0.5	0.5	0	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0
671	1	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	1	0.5	0.5	0
679	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
680	1	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
700	0	1	1	1	1	1	1	1	0.5	1	1	0.5	1	1	0.5	1	1	1	1	1	1	1	0.5	1	1	1	0.5	0.5	1	0.5	1
704	0	1	1	1	0.5	1	0.5	1	0.5	1	0	1	1	1	0.5	0.5	0.5	0.5	1	1	0.5	1	1	0.5	1	1	0.5	1	1	1	0.5
705	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0
706	0	0.5	0.5	0.5	0	0	1	0.5	0.5	0.5	0	0.5	1	0.5	0.5	0.5	0.5	0	0	0	0.5	0.5	0.5	1	0	0.5	0.5	1	1	0.5	0.5
707	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0
713	0	0.5	0.5	1	1	1	0.5	1	1	1	1	1	0.5	1	1	0.5	1	0.5	0.5	0.5	1	1	1	1	1	0.5	0.5	0.5	1	1	1
716	0	0.5	0.5	0.5	1	1	1	0.5	0	0.5	0.5	1	0.5	1	0	0.5	1	1	1	1	0.5	1	0.5	0.5	1	0.5	0.5	1	0.5	1	1
721	0	0.5	0	1	1	0.5	0.5	0.5	0.5	0	0.5	0.5	0	0.5	0	0.5	0.5	1	0.5	1	0	1	1	1	0	0	0	1	1	0.5	1
722	0.5	0.5	1	1	0.5	0.5	1	1	1	1	1	1	1	0.5	1	1	1	1	1	0.5	1	1	0.5	1	1	1	0.5	1	1	1	0
726	0	0.5	1	1	0	0.5	0	0.5	1	0.5	1	1	0.5	0.5	1	1	0.5	0.5	0	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0	0.5	1
728	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
732	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1
735	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	0.5	1	1	1
737	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
739	0.5	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0.5	1	1	0.5	1	1	0.5	1	1	1	1	1	1
745	0	0	0	1	0.5	0	0.5	0	0	0.5	0	0	0	0.5	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0.5
751	0	1	1	1	0.5	1	1	1	1	1	1	0.5	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
753	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
754	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0	0	1	0	0	0	0	0	0	0.5	0	0	0.5	0	0
755	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0
758	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
759	0	1	1	1	1	0.5	1	0	0.5	0	0	0.5	0.5	0.5	1	1	1	0.5	0	1	1	1	0.5	0.5	0.5	0.5	1	0.5	1	1	0.5
762	1	0.5	0.5	1	1	1	1	0.5	0.5	1	0.5	0.5	0.5	1	0.5	1	0.5	1	1	0.5	0.5	0.5	1	1	0.5	1	1	1	1	1	0.5
764	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
768	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
772	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
773	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
777	0	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1
787	1	1	1	1	1	1	1	1	1	1	0.5	1	1	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
790	1	1	1	1	1	1	0.5	0.5	0.5	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1
795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0.5	0	0	0	0	0
799	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1
800	0.5	1	1	1	1	1	1	0.5	1	0.5	1	1	0.5	1	1	1	0.5	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1
803	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1
808	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
809	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	0.5	1	1	1	1	1
815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
816	0.5	1	0.5	1	0.5	0.5	1	0	0.5	0.5	1	1	1	1	1	0.5	1	0.5	0.5	0.5	0	0	0.5	0.5	0	1	0.5	1	1	1	1
817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
824	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	0.5	1	1	1
825	0	0.5	1	0.5	1	1	0.5	1	1	1	1	0.5	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	0.5	1
830	0	0.5	1	0.5	0.5	0	0	1	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	1	0	0.5	0.5	1	0	0.5	0.5	1	0.5	0.5	0.5	1	0.5
833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
834	0	1	1	1	0.5	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1
836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
844	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
846	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	1	1	1	1	1	1	1	1	1
847	1	0.5	1	0.5	0.5	0.5	1	0	0	0.5	0.5	1	0	0	0	0.5	0	0	0	1	1	0.5	1	0	0.5	0.5	0.5	0.5	0.5	0.5	0
849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0
850	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
860	0	0.5	0	0.5	0.5	0.5	0.5	0	1	0.5	0.5	0	0	0.5	0.5	0	1	0.5	0.5	0	0.5	0.5	0.5	1	1	0.5	1	0	0.5	0.5	1
863	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1
864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0.5	0	0.5	0	0	0.5	0.5
870	1	0.5	0.5	1	1	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	0.5	1	1	1	1	1	0.5	1
872	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
880	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5
885	0.5	0.5	0.5	1	0.5	0	1	0.5	1	1	1	1	0.5	0.5	1	0.5	0.5	1	0.5	0.5	1	1	1	1	1	0.5	0.5	1	0.5	1	0
887	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0.5	0
890	0	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
892	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
893	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
895	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0	0	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0	0.5	0	0.5	0
896	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
898	1	1	1	1	1	0.5	1	1	1	1	1	1	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
899	0	0.5	0.5	1	0.5	1	0	1	1	1	1	0.5	1	0.5	0	1	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	1	0	0.5	0.5
900	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0.5	1	1
903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
907	0	0	0.5	1	1	1	1	1	0.5	1	0.5	1	1	0.5	0	0	1	0.5	0	0	0	0.5	0.5	1	1	1	0.5	1	1	0	0.5
914	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0.5	0
918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
921	0	0.5	0.5	0.5	1	0.5	0.5	1	0.5	0.5	1	1	0.5	0.5	1	0.5	0.5	1	0.5	0	1	1	1	0.5	0.5	0.5	1	0.5	0.5	0.5	1
922	0	0	0	0.5	0.5	1	1	1	0.5	1	0.5	1	0.5	0.5	1	1	1	1	0	1	1	0.5	0.5	0.5	0.5	1	1	1	0.5	0	0
925	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	0.5
927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
931	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
937	1	0.5	0	0.5	0.5	0	0	1	0.5	0.5	0.5	0.5	1	1	0.5	0.5	1	0.5	0.5	0.5	0.5	1	0.5	0.5	1	0.5	1	0.5	0.5	1	0.5
939	0	0.5	0.5	1	1	0.5	1	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	1	0.5	0	0.5	0.5	1	0	0	0.5	0	0	0	0	0.5	0	1
941	1	1	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	1	0.5	0.5	0	0	0.5	0	0	0.5	0	0.5	0.5	0.5	0.5
949	0	1	1	0.5	0	0	1	0	0.5	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	1	0.5	0.5	0	0
950	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
951	1	0.5	0.5	1	1	0.5	0.5	1	1	0.5	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
952	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	0.5
953	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
954	0	1	0	0.5	1	0.5	1	0.5	1	0.5	1	1	0	0.5	0.5	1	0.5	0.5	0	0.5	1	0.5	0.5	0	0	0.5	1	0.5	1	0.5	0
955	1	1	1	1	0.5	0.5	1	1	1	1	1	1	0.5	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
962	0	0.5	0.5	0	1	0.5	0.5	0	0.5	0.5	0.5	0	1	0.5	0.5	0.5	1	1	0	0.5	1	0.5	0	0	0	0	1	0.5	0.5	0.5	0
963	0	1	1	1	0	0	0.5	0.5	1	0	0.5	1	0.5	1	1	0.5	0.5	0	1	0	0.5	0.5	1	0.5	1	0	0	0.5	0.5	1	0.5
966	1	0	0.5	0	0.5	1	1	0.5	0	1	1	0	1	1	0.5	0.5	1	1	0.5	1	1	0.5	1	1	0	0	0.5	0.5	1	0.5	1
970	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
976	1	1	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
977	0	0	0.5	0	0.5	0.5	0	1	0	0	0	0.5	0	0	0	0.5	0.5	1	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0.5	1
980	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
987	0	0.5	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	1	1	0.5	1	1	1	0.5	0.5	0.5	1	1	1	0.5	1	1
989	0	0.5	0.5	0.5	0	0	1	0	0.5	1	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0	0	0.5	0	0	0
998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1001	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1003	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0.5	1	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0.5	0	0.5	1	0.5	0.5	1	0
1005	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0	0
1011	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0
1014	1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0
1015	0.5	0.5	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1016	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0
1021	0	1	0.5	0	0.5	0	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0	1	0	0	0.5	0.5	0.5	0.5	1	1	0.5
1034	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0
1041	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	1	0.5	1	1	0.5	1	1	1	1	1	1	1	1	1
1050	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
1053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1060	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1062	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1
1063	0	1	0.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1
