Rep	Year	RepSeason	Species	IndID	MotherID	FatherID	GroupID	Status	Natal_patch	PatchID	Sex	DistMoved	Nsteps
1	58	0	0	969245	952749	952624	-1	7	1280	0	0	449.027	93
1	58	0	0	966692	949879	949613	-1	7	764	0	0	435.46	103
1	58	0	0	968307	952259	952129	-1	7	1159	0	1	265.707	139
1	58	0	0	970932	952080	954066	-1	7	1442	0	0	200.811	264
1	58	0	0	962261	945423	944297	-1	7	124	0	1	98.2344	65
1	58	0	0	961424	945330	944911	-1	7	124	0	0	219.203	71
1	58	0	0	961047	945641	945598	-1	7	124	0	1	237.592	140
1	58	0	0	962003	945015	945317	-1	7	124	0	1	152.398	296
1	58	0	0	974553	958243	958200	-1	7	2930	0	1	83.8153	37
1	58	0	0	974315	957950	957923	-1	7	2780	0	0	80	16
1	58	0	0	961341	945501	945007	-1	7	124	0	1	68.0074	166
1	58	0	0	970118	953790	953494	-1	7	1348	0	0	206.519	52
1	58	0	0	960707	944122	944176	-1	7	90	0	1	325	81
1	58	0	0	959801	943339	943016	-1	7	1	0	1	454.01	106
1	58	0	0	970187	953812	953756	-1	7	1348	0	1	302.696	280
1	58	0	0	959987	942673	943601	-1	7	1	0	0	510.882	122
1	58	0	0	961316	944553	945270	-1	7	124	0	1	452.134	131
1	58	0	0	962639	945880	945837	-1	7	152	0	0	15.8114	4
1	58	0	0	958864	943800	943602	-1	7	1	0	0	445.449	740
1	58	0	0	960835	944682	945067	-1	7	124	0	0	305.655	166
1	58	0	0	959800	943339	943016	-1	7	1	0	0	397.02	602
1	58	0	0	960583	944078	944041	-1	7	90	0	0	55	140
1	58	0	0	962329	945998	945784	-1	7	152	0	0	102.591	34
1	58	0	0	961784	945708	945165	-1	7	124	0	1	250.599	90
1	58	0	0	970343	953911	953877	-1	7	1373	0	1	160.078	72
1	58	0	0	973248	956839	956838	-1	7	2058	0	0	65.192	14
1	58	0	0	959275	943171	943257	-1	7	1	0	0	601.54	233
